㔢	ʨiæʔ˥$
鲇	niᴇ˨˨˦$
鲈	lu˨˨˦$
鲋	bu˧˥$
鲍	bau˨˩˦$
鲎	ʑyoŋ˧˥$
鲛	kau˧˧˦$
鲜	ɕiᴇ˧˨˥$
鲠	kaŋ˧˨˥$
鲢	liᴇ˨˨˦$
鲤	li˨˩˦$
鲥	zɿ˨˨˦$
鲧	kuəŋ˧˨˥$
鲫	ʨiɪʔ˥$
鲭	ʨʰiŋ˧˧˦$
鲮	liŋ˨˨˦$
鲲	kʰuəŋ˧˧˦$
鲳	ʦʰɔ̃˧˧˦$
鲸	kiŋ˧˧˦$
鳄	ŋɔʔ˨˧$
鳆	voʔ˨˧$
鳌	ŋau˨˨˦$
鳍	gi˨˨˦$
鳏	kuø˧˧˦$
鳔	biau˨˩˦$
鳖	piæʔ˥$
鳗	mø˨˨˦$
鳜	kuei˥$
鳝	ʑiᴇ˨˩˦$
鳞	liŋ˨˨˦$
鳢	li˨˩˦$
鳣	ʨiᴇ˧˧˦$
鳥	niau˨˩˦$
鳩	kiɤu˧˧˦$
鳳	voŋ˧˥$
鳴	miŋ˨˨˦$
鳶	ɦyø˨˨˦$
鴇	pau˧˨˥$
鴉	ia˧˧˦$
鴕	do˨˨˦$
鴛	yø˧˧˦$
鴝	gy˨˨˦$
鴟	ʦʰɿ˧˧˦$
鴦	iaŋ˧˧˦$
鴨	æʔ˥$
鴰	kuæʔ˥$
鴻	ɦoŋ˨˨˦$
鴿	kæʔ˥$
鵉	luø˨˨˦$
鵑	kyø˧˧˦$
鵒	ɦyuʔ˨˧$
鵝	ŋou˨˨˦$
鵠	kuɔʔ˥$
鵡	vu˨˩˦$
鵩	voʔ˨˧$
鵪	ᴇ˧˧˦$
鵬	baŋ˨˨˦$
鵲	ʨʰiaʔ˥$
鵾	kʰuəŋ˧˧˦$
鶉	ʑyoŋ˨˨˦$
鶘	ɦu˨˨˦$
鶩	ɦu˧˥$
鶯	iŋ˧˧˦$
鶴	hɔʔ˥$
鶻	ɦuøʔ˨˧$
鶿	zɿ˨˨˦$
鷂	ɦiau˧˥$
鷗	ɤu˧˧˦$
鷦	ʨiau˧˧˦$
鷯	liau˨˨˦$
鷲	ʑiɤu˧˥$
鷸	ɦyuʔ˨˧$
鷹	iŋ˧˧˦$
鷺	lu˧˥$
鸕	lu˨˨˦$
鸛	kuø˥$
鸝	li˨˨˦$
鸟	niau˨˩˦$
鸠	kiɤu˧˧˦$
鸡	ki˧˧˦$
鸢	ɦyø˨˨˦$
鸣	miŋ˨˨˦$
鸥	ɤu˧˧˦$
鸦	ia˧˧˦$
鸨	pau˧˨˥$
鸬	lu˨˨˦$
鸭	æʔ˥$
鸯	iaŋ˧˧˦$
鸱	ʦʰɿ˧˧˦$
鸲	gy˨˨˦$
鸳	yø˧˧˦$
鸵	do˨˨˦$
鸹	kuæʔ˥$
鸽	kæʔ˥$
鸿	ɦoŋ˨˨˦$
鹂	li˨˨˦$
鹃	kyø˧˧˦$
鹄	kuɔʔ˥$
鹅	ŋou˨˨˦$
鹆	ɦyuʔ˨˧$
鹉	vu˨˩˦$
鹊	ʨʰiaʔ˥$
鹌	ᴇ˧˧˦$
鹍	kʰuəŋ˧˧˦$
鹏	baŋ˨˨˦$
鹑	ʑyoŋ˨˨˦$
鹕	ɦu˨˨˦$
鹘	ɦuøʔ˨˧$
鹚	zɿ˨˨˦$
鹜	ɦu˧˥$
鹞	ɦiau˧˥$
鹤	hɔʔ˥$
鹩	liau˨˨˦$
鹪	ʨiau˧˧˦$
鹫	ʑiɤu˧˥$
鹬	ɦyuʔ˨˧$
鹭	lu˧˥$
鹰	iŋ˧˧˦$
鹳	kuø˥$
鹵	lu˨˩˦$
鹹	ɦᴇ˨˨˦$
鹽	ɦiᴇ˨˨˦$
鹿	loʔ˨˧$
麀	iɤu˧˧˦$
麂	ki˧˨˥$
麈	ʨy˧˨˥$
麋	mi˨˨˦$
麒	gi˨˨˦$
麓	loʔ˨˧$
麗	li˨˨˦$
麝	zo˧˥$
麟	liŋ˨˨˦$
麥	maʔ˨˧$
麦	maʔ˨˧$
麩	fu˧˧˦$
麯	kʰyuʔ˥$
麵	miᴇ˧˥$
麸	fu˧˧˦$
麻	ma˨˨˦$
麾	huei˧˧˦$
黃	ɦuɔ̃˨˨˦$
黄	ɦuɔ̃˨˨˦$
黍	ɕy˧˨˥$
黎	li˨˨˦$
黏	niᴇ˨˨˦$
黑	heʔ˥$
默	møʔ˨˧$
黜	ʨʰyʔ˥$
點	tiᴇ˧˨˥$
黠	ɦæʔ˨˧$
黥	giŋ˨˨˦$
黧	li˨˨˦$
黨	tɔ̃˧˨˥$
黯	ᴇ˥$
黻	føʔ˥$
黼	fu˧˨˥$
黿	nyø˨˨˦$
鼋	nyø˨˨˦$
鼎	tiŋ˧˨˥$
鼓	ku˧˨˥$
鼙	bi˨˨˦$
鼠	su˧˨˥$
鼬	ɦiɤu˧˥$
鼯	ɦu˨˨˦$
鼻	biɪʔ˨˧$
齁	hɤu˧˧˦$
齆	oŋ˥$
齊	ʑi˨˨˦$
齋	ʦa˧˧˦$
齐	ʑi˨˨˦$
齒	ʦʰɿ˧˨˥$
齔	ʨʰiŋ˥$
齡	liŋ˨˨˦$
齦	niŋ˨˨˦$
齪	ʦʰɔʔ˥$
齷	ɔʔ˥$
齿	ʦʰɿ˧˨˥$
龀	ʨʰiŋ˥$
龄	liŋ˨˨˦$
龈	niŋ˨˨˦$
龊	ʦʰɔʔ˥$
龌	ɔʔ˥$
龍	loŋ˨˨˦$
龐	bɔ̃˨˨˦$
龕	hᴇ˧˧˦$
龙	loŋ˨˨˦$
龛	hᴇ˧˧˦$
龜	ky˧˧˦$
龟	ky˧˧˦$
𠞭	lɤu˧˧˦$
𠡒	tei˧˨˥$
𢞕	huɔʔ˥$
𣜂	sæʔ˥$
𤖼	pʰaʔ˥$
𤿏	nᴇ˧˥$
𩪘	ʥyɔ̃˨˨˦$
