㞘底	toʔ˥ ti˥˧
鐲兒	ʥioʔ˨ əl˩˧
鐵公雞	tʰiəʔ˥ koŋ˧ ʨi˧
鐵匠師傅	tʰiəʔ˥ ʥiɑŋ˩˧ sɿ˧ vu˧
鐵板	tʰiəʔ˥ pɛ̃˥˧
鐵灰	tʰiəʔ˥ hui˧˩
鐵緊	tʰiəʔ˥ ʨin˥˧
鐵耙	tʰiəʔ˥ bɑ˧˩
鐵路	tʰiəʔ˥ lu˥
鐵鏽紅	tʰiəʔ˥ ɕiø˥ ɦoŋ˧˩
鐸	doʔ˨
鐾	bi˩˧
鐾刀布	bi˩˧ tɔ˧ pu˧
鑄	ʦʮ˦˦˥
鑊	ɦoʔ˨
鑞	lɑʔ˨
鑞角子	lɑʔ˨ koʔ˥ ʦɿ
鑰	ɦiɑʔ˨
鑰匙	ɦiɑʔ˨ zɿ˩˧
鑲	ɕiɑŋ˧
鑲邊兒	ɕiɑŋ˧ piɛ̃˧ əl˧
鑼	lo˨˩˧
鑽	ʦʮõ˧
鑽子	ʦʮõ˥ ʦɿ
鑽戒	ʦʮõ˥ ʨiɛ̃˧˩
鑿	zoʔ˨
鑿子	zoʔ˨ ʦɿ
针	ʦen˧
针头儿	ʦen˧ dei˧ əl˧
针屁股	ʦen˧ pʰi˧ ku˧
针灸	ʦen˧ ʨiø˧
针脚	ʦen˧ ʨiɑʔ˥
钉	tin˧
钉头儿	tin˧ dei əl
钉头碰铁头	tin˧ dei pʰoŋ˥ tʰiəʔ˥ dei
钉扣儿	tin˧ kʰø˥ əl˧˩
钉耙	tin˧ bɑ˧
钉鞋	tin˧ ɦiɛ˧
钓	tiɔ˦˦˥
钓鱼	tiɔ˥ ɦy˧˩
钓鱼竿儿	tiɔ˥ ɦy˧˩ kɛ̃˧ əl˧
钓鱼钩儿	tiɔ˥ ɦy˧˩ kɛ̃˧ əl˧
钗	ʦʰᴇ˧
钗儿	ʦʰɛ˧ əl˧
钝	den˩˧
钞	ʦʰɔ˥˧
钞票	ʦʰɔ˥˧ piɔ˧˩
钟	ʦoŋ˧
钟头不准	ʦoŋ˧ dei pəʔ˥ ʦʮen˥˧
钟表店	ʦoŋ˧ piɔ˧ tiɛ̃˧
钢	kɑŋ˧
钢丝床	kɑŋ˧ sɿ˧ ʣʮɑŋ˧
钢宗	kɑŋ˧ ʦoŋ˧
钢宗锅子	kɑŋ˧ ʦoŋ˧ ku˧ ʦɿ
钢笔	kɑŋ˧ piəʔ˥
钥	ɦiɑʔ˨
钥匙	ɦiɑʔ˨ zɿ˩˧
钦	ʨʰin˦˦˥
钧	ʨyn˧
钩	kei˧
钩钩儿	kø˧ kø˧ əl˧
钮	niø˥˧
钱	ʥiɛ̃˨˩˧
钱包	ʥiɛ̃˨˩˧ pɔ˧
钱塘县	ʥiɛ̃˧˩ dɑŋ˩˧ ɦiɛ̃˩˧
钱塘江	ʥiɛ̃˧˩ dɑŋ˩˧ ʨiɑŋ˧
钱江潮	ʥiɛ̃˧˩ ʨiɑŋ˧ ʦɔ˨˩˧
钳	ʥiᴇ̃˨˩˧
钳儿	ʥiɛ̃˧˩ əl˩˧
钳子	ʥiɛ̃˧˩ ʦɿ
钳工	ʥiɛ̃˧˩ koŋ˧
钵	poʔ˥
钵头	poʔ˥ dei
钻	ʦʮõ˧
钻子	ʦʮõ˥ ʦɿ
钻戒	ʦʮõ˥ ʨiɛ̃˧˩
铁公鸡	tʰiəʔ˥ koŋ˧ ʨi˧
铁匠师傅	tʰiəʔ˥ ʥiɑŋ˩˧ sɿ˧ vu˧
铁板	tʰiəʔ˥ pɛ̃˥˧
铁灰	tʰiəʔ˥ hui˧˩
铁紧	tʰiəʔ˥ ʨin˥˧
铁耙	tʰiəʔ˥ bɑ˧˩
铁路	tʰiəʔ˥ lu˥
铁锈红	tʰiəʔ˥ ɕiø˥ ɦoŋ˧˩
铃	lin˨˩˧
铅	ʨʰiᴇ̃˧
铅笔	ʨʰiɛ̃˧ piəʔ˥
铅笔刀儿	ʨʰiɛ̃˧ piəʔ˥ tɔ˧ əl˧
铅笔刨子	ʨʰiɛ̃˧ piəʔ˥ bɔ˩˧ ʦɿ
铅笔络儿	ʨʰiɛ̃˧ piəʔ˥ loʔ˨ əl˩˧
铅笔芯子	ʨʰiɛ̃˧ piəʔ˥ ɕin˧ ʦɿ
铎	doʔ˨
铐	kʰɔ˦˦˥
铜	doŋ˧˩
铜匠师傅	doŋ˧˩ ʥiɑŋ˩˧ sɿ˧ vu˧
铜板	doŋ˧˩ pɛ̃˥˧
铜盆帽	doŋ˧˩ ben˩˧ mɔ˩˧
铜箍儿	doŋ˧˩ kʰu˧ əl˧
铜钿	doŋ˧˩ diɛ̃˩˧
铜钿银子	doŋ˧˩ diɛ̃˩˧ ȵin˧˩ ʦɿ
铜鼓儿	doŋ˧˩ ku˥˧ əl˧˩
铝锅	ly˥˧ ku˧˩
铡	zɑʔ˨
铡刀	zɑʔ˨ tɔ˧
铧	ɦuɑ˨˩˧
铭	min˨˩˧
铰	ʨiɔ˥˧
铰链	gɔ˩˧ liɛ̃˥˧
铲	ʦʰᴇ̃˥˧
铳	ʦʰoŋ˦˦˥
银	ȵin˨˩˧
银匠	nin˧˩ ʥiɑŋ˩˧
银子	nin˧˩ ʦɿ
银杏树	nin˧˩ ɦɑŋ˩˧(或ɦin˩˧) zʮ˩˧
银楼	nin˧˩ lei˩˧
银河	nin˧˩ ɦo˩˧
银洋钿	nin˧˩ ɦiɑŋ˩˧ diɛ̃˩˧
银灰	nin˧˩ hui˧
银角子	nin˧˩ koʔ˥ ʦɿ
铸	ʦʮ˦˦˥
铺	pʰu˧
铺床	pʰu˧ ʣʮɑŋ˨˩˧
铺板	pʰu˥ pɛ̃˥˧
铺盖	pʰu˧ kɛ˧
链	liᴇ̃˩˧
链条	liɛ̃˩˧ diɔ˥˧
销	ɕiɔ˧
锁	so˥˧
锃	ʣɑŋ˩˧
锄	ʣu˨˩˧
锄地	ʣo˧˩ di˩˧
锄头	ʣo˧˩ dei
锅	ku˧
锅儿缸灶	ku˧ əl˧ kɑŋ˧ ʦɔ˧
锅子	ku˧ ʦɿ
锅煤	ku˧ mei˧
锅盖	ku˧ kɛ˧
锅贴	ku˧ tʰiəʔ˥
锈	ɕiø˦˦˥
锉	ʦʰo˦˦˥
锋	foŋ˧
锏	ʨiᴇ̃˧
锐	zʮei˩˧
错	ʦʰou˦˦˥
错暂的	ʦʰo˧ ʣɛ̃˩˧ ti
锚	mɔ˨˩˧
锛	pen˧
锡	ɕiəʔ˥
锣	lo˨˩˧
锤	ʣʮei˨˩˧
锥	ʦʮei˧
锦	ʨin˥˧
键	ʥiᴇ̃˩˧
锯	ʨy˦˦˥
锯子	ʨy˥ ʦɿ
锹	ʨʰiɔ˧
锻	tuõ˦˦˥
镀	du˩˧
镇	ʦen˦˦˥
镇纸	ʦen˥ ʦɿ˧˩
镇高头	ʦen˥ kɔ˧˩ dei
镍币	niəʔ˨ bi˩˧
镜	ʨin˦˦˥
镜子	ʨin˥ ʦɿ
镟	ʥiᴇ̃˩˧
镪锅刀	ʨʰiɑŋ˥˧ ku˧˩ tɔ˧
镫	ten˦˦˥
镬	ɦoʔ˨
镯	ʣoʔ˨
镯儿	ʥioʔ˨ əl˩˧
镰	liᴇ̃˨˩˧
镰刀	liɛ̃˧˩ tɔ˧
镴	lɑʔ˨
镶	ɕiɑŋ˧
镶边儿	ɕiɑŋ˧ piɛ̃˧ əl˧
長	ʣɑŋ˨˩˧
長命鎖	ʣɑŋ˧˩ min˩˧ so˥˧
長壽麵	ʣɑŋ˧˩ zei˩˧ miɛ̃˥˧
長大	ʣɑŋ˧˩ do˩˧
長子	ʣɑŋ˧˩ ʦɿ˧˩
長工	ʣɑŋ˧˩ koŋ˧
長恐	ʣɑŋ˧˩ kʰoŋ˥˧
長明燈	ʣɑŋ˧˩ min˩˧ ten˥˧
長條兒	ʣɑŋ˧˩ diɔ˩˧ əl˥˧
長條凳兒	ʣɑŋ˧˩ diɔ˩˧ ten˥ əl˧˩
長毛絨	ʣɑŋ˧˩ mɔ˩˧ nioŋ˨˩˧
長相	ʦɑŋ˥˧ ɕiɑŋ˧˩
長短	ʣɑŋ˧˩ tuõ˥˧
長統襪兒	ʣɑŋ˧˩ tʰoŋ˥˧ mɑʔ˨ əl˩˧
長腳鷺鷥	ʣɑŋ˧˩ ʨiɑʔ˥ lu˩˧ sɿ˥˧
長衫	ʣɑŋ˧˩ sɛ̃˧
長豇豆	ʣɑŋ˧˩ kɑŋ˧ dei
長遠	ʣɑŋ˧˩ ʔyõ˥˧
长	ʣɑŋ˨˩˧
长命锁	ʣɑŋ˧˩ min˩˧ so˥˧
长大	ʣɑŋ˧˩ do˩˧
长子	ʣɑŋ˧˩ ʦɿ˧˩
长寿面	ʣɑŋ˧˩ zei˩˧ miɛ̃˥˧
长工	ʣɑŋ˧˩ koŋ˧
长恐	ʣɑŋ˧˩ kʰoŋ˥˧
长明灯	ʣɑŋ˧˩ min˩˧ ten˥˧
长条儿	ʣɑŋ˧˩ diɔ˩˧ əl˥˧
长条凳儿	ʣɑŋ˧˩ diɔ˩˧ ten˥ əl˧˩
长毛绒	ʣɑŋ˧˩ mɔ˩˧ nioŋ˨˩˧
长相	ʦɑŋ˥˧ ɕiɑŋ˧˩
长短	ʣɑŋ˧˩ tuõ˥˧
长统袜儿	ʣɑŋ˧˩ tʰoŋ˥˧ mɑʔ˨ əl˩˧
长脚鹭鸶	ʣɑŋ˧˩ ʨiɑʔ˥ lu˩˧ sɿ˥˧
长衫	ʣɑŋ˧˩ sɛ̃˧
长豇豆	ʣɑŋ˧˩ kɑŋ˧ dei
长远	ʣɑŋ˧˩ ʔyõ˥˧
門	men˨˩˧
門兒布	men˧˩ əl˩˧ pu˥
門分賬	men˧˩ ven˩˧ ʦɑŋ˥˧
門前	men˧˩ ʥiɛ̃˩˧
門口頭	men˧˩ kʰø˥˧ dei
門堂子	men˧˩ dɑŋ˩˧ ʦɿ
門外頭	men˧˩ ɦuɛ˩˧ dei
門帘兒	men˧˩ liɛ̃˩˧ əl˥˧
門年	men˧˩ niɛ̃˩˧
門後日	men˧˩ ɦei˩˧ zəʔ˨
門房	men˧˩ vɑŋ˩˧
門朝	men˧˩ ʦɔ˧
門朝會	men˧˩ ʦɔ˧ ɦui˧
門板兒飯	men˧˩ pɛ̃˥˧ əl˧˩ vɛ̃˩˧
門栓	men˧˩ suõ˧
門樓兒	men˧˩ lei˩˧ əl˥˧
門檻	men˧˩ kʰɛ˥˧
門牙	men˧˩ ɦiɑ˩˧
門神馬兒	men˧˩ zen˩˧ mɑ˥˧ əl˧˩
門聯	men˧˩ liɛ̃˩˧
門背後	men˧˩ pei˥ ɦei˩˧
門腔	men˧˩ ʨʰiɑŋ˧
門角落	men˧˩ koʔ˥ loʔ˥
門面	men˧˩ miɛ̃˩˧
門高頭	men˧˩ kɔ˧ dei
閃	sʮõ˥˧
閉	pi˦˦˥
閉牢	pi˥ lɔ˧˩
開	kʰᴇ˧
開元橋	kʰɛ˧ ɦʮõ˧ ʥiɔ˧
開口笑	kʰɛ˧ kʰø˥˧ ɕiɔ˥
開夜車	kʰɛ˧ ɦi˩˧ ʦʰʮei˧˩
開夥倉	kʰɛ˧ ho˥˧ ʦʰɑŋ˧˩
開店	kʰɛ˧ tiɛ̃˥
開店門	kʰɛ˧ tiɛ̃˥ men˧˩
開張	kʰɛ˧ ʦɑŋ˧
開心	kʰɛ˧ ɕin˧
開房間	kʰɛ˧ vɑŋ˧˩ ʥiɛ̃˧
開水	kʰɛ˧ sʮei˧
開水溝	kʰɛ˧ sʮei˥˧ kø˧˩
開汽車的	kʰɛ˧ ʨʰi˥ ʦʰʮei˧˩ ti
開洋	kʰɛ˧ ɦiɑŋ˧
開洋葷	kʰɛ˧ ɦiɑŋ˧˩ hun˧
開消	kʰɛ˧ ɕiɔ˧
開無軌電車	kʰɛ˧ ɦu˧˩ kui˥˧ diɛ̃˩˧ ʦʰʮei˥˧
開盤	kʰɛ˧ buõ˨˩˧
開碰	kʰɛ˧ bɑŋ˩˧
開藥方兒	kʰɛ˧ ɦiɑʔ˥ fɑŋ˧ əl˧
開衩	kʰɛ˧ ʦʰɑ˥
開襠褲	kʰɛ˧ tɑŋ˧ kʰu˧
開銷	kʰɛ˧ ɕiɔ˧
開鑼	'kʰɛ˧ lo˨˩˧
開間	kʰɛ˧ kɛ̃˧
開頭	kʰɛ˧ dei˨˩˧
開頭炮	kʰɛ˧ dei˧˩ pʰɔ˥
開飯	kʰɛ˧ vɛ̃˩˧
閏	zʮen˩˧
閏月	zʮen˩˧ ɦiəʔ˨
閒	ɦiᴇ̃˨˩˧
閒話	ɦiɛ̃˧˩ ɦuɑ˩˧
閒賬	ɦiɛ̃˧˩ ʦɑŋ˥
間	kᴇ˧
閘	zɑʔ˨
閣	koʔ˥
閧哄哄	ɦoŋ˩˧ hoŋ˥˧ hoŋ˧˩
閨	kui˧
閩	min˥˧
閱	ɦyəʔ˨
閹	iᴇ̃˧
閹豬	ʔiɛ̃˧ ʦʮ˧
閻	ȵiᴇ̃˨˩˧
閻羅王	niɛ̃˧˩ lo˧˩ ɦuɑŋ˩˧
闊	kʰuoʔ˥
闊佬	kʰuoʔ˥ lɔ˥˧
闊麪	kʰuoʔ˥ miɛ̃˥
闖	ʦʰʮɑŋ˥˧
關	kuõ˧
關夜學	kuõ˧ ɦi˩˧ ɦiɑʔ˨
關子	kuõ˧ ʦɿ
關帝廟	kuõ˧ ti˧ miɔ˧
關店門	kuõ˧ tiɛ̃˥ men˧˩
關照	kuõ˧ ʦɔ˧
關節	kuõ˧ ʨiəʔ˥
關老爺	kuõ˧ lɔ˥˧ ɦi˧˩
關起來	kuõ˧ ʨʰi˥˧ lɛ˧˩
门	men˨˩˧
门儿布	men˧˩ əl˩˧ pu˥
门分账	men˧˩ ven˩˧ ʦɑŋ˥˧
门前	men˧˩ ʥiɛ̃˩˧
门口头	men˧˩ kʰø˥˧ dei
门后日	men˧˩ ɦei˩˧ zəʔ˨
门堂子	men˧˩ dɑŋ˩˧ ʦɿ
门外头	men˧˩ ɦuɛ˩˧ dei
门帘儿	men˧˩ liɛ̃˩˧ əl˥˧
门年	men˧˩ niɛ̃˩˧
门房	men˧˩ vɑŋ˩˧
门朝	men˧˩ ʦɔ˧
门朝会	men˧˩ ʦɔ˧ ɦui˧
门板儿饭	men˧˩ pɛ̃˥˧ əl˧˩ vɛ̃˩˧
门栓	men˧˩ suõ˧
门楼儿	men˧˩ lei˩˧ əl˥˧
门槛	men˧˩ kʰɛ˥˧
门牙	men˧˩ ɦiɑ˩˧
门神马儿	men˧˩ zen˩˧ mɑ˥˧ əl˧˩
门联	men˧˩ liɛ̃˩˧
门背后	men˧˩ pei˥ ɦei˩˧
门腔	men˧˩ ʨʰiɑŋ˧
门角落	men˧˩ koʔ˥ loʔ˥
门面	men˧˩ miɛ̃˩˧
门高头	men˧˩ kɔ˧ dei
闪	sʮõ˥˧
闭	pi˦˦˥
闭牢	pi˥ lɔ˧˩
问	ʔun˥
闯	ʦʰʮɑŋ˥˧
闰	zʮen˩˧
闰月	zʮen˩˧ ɦiəʔ˨
闲	ɦiᴇ̃˨˩˧
闲话	ɦiɛ̃˧˩ ɦuɑ˩˧
闲账	ɦiɛ̃˧˩ ʦɑŋ˥
间	ʨiɛ̃˧
闷	men˧
闷声不响	men˧ sen˧ pəʔ˥ ɕiɑŋ˥˧
闷声大发财	men˧ sen˧ dɑ˩˧ fɑʔ˥ ʣɛ˨˩˧
闷牢	men˥ lɔ˧˩
闸	zɑʔ˨
闹	nɔ˩˧
闹架儿	nɔ˩˧ ʨiɑ˥ əl˧˩
闹热	nɔ˩˧ zʮəʔ˨
闹猛	nɔ˩˧ mɑŋ˥˧
闺	kui˧
闻	ven˨˩˧
闻个香	ven˧˩ koʔ˥ ɕiɑŋ˧
闻香	ven˧˩ ɕiɑŋ˧
闽	min˥˧
阁	koʔ˥
阄	ʨiø˧
阅	ɦyəʔ˨
阉	iᴇ̃˧
阉猪	ʔiɛ̃˧ ʦʮ˧
阎	ȵiᴇ̃˨˩˧
阎罗王	niɛ̃˧˩ lo˧˩ ɦuɑŋ˩˧
阔	kʰuoʔ˥
阔佬	kʰuoʔ˥ lɔ˥˧
阔麺	kʰuoʔ˥ miɛ̃˥
阜	vei˩˧
队	dui˩˧
阮	yõ˥˧
阮墩环碧	ʔyõ˥˧ ten˧˩ guõ˧˩ piəʔ˥
阮墩環碧	ʔyõ˥˧ ten˧˩ guõ˧˩ piəʔ˥
阱	ʨin˥˧
防恐	bɑŋ˧˩ kʰoŋ˥˧
防水	fɑŋ˥ sʮei˥˧
阳	ɦiɑŋ˨˩˧
阳关枣	ɦiɑŋ˧˩ kuõ˧ ʦɔ˥˧
阳台	ɦiɑŋ˧˩ dɛ˩˧
阳春面	ɦiɑŋ˧˩ ʦʰʮen˧ miɛ̃˧
阳水	ɦiɑŋ˧˩ sʮei˥˧
阳珓	ɦiɑŋ˧˩ kɔ˥
阴	ʔin˧
阴刁	ʔin˧ tiɔ˧
阴势天	ʔin˧ sɿ˧ tʰiɛ̃˧
阴势鬼	ʔin˧ sɿ˧ kui˥˧
阴历	ʔin˧ liəʔ˥
阴天	ʔin˧ tʰiɛ̃˧
阴干	ʔin˧ kɛ̃˧
阴底下	ʔin˧ ti˥˧ ɦiɑ˧˩
阴沟洞	ʔin˧ kø˧ doŋ˧
阴珓	ʔin˧ kɔ˧
阴笃笃	ʔin˧ toʔ˥ toʔ˥
阴阳人儿	ʔin˧ ɦiɑŋ˧ zen˧ əl˧
阴阳先生	ʔin˧ ɦiɑŋ˧˩ ɕiɛ̃˧ sen˧
阴阳怪气	ʔin˧ ɦiɑŋ˧ kuɛ˥ ʨʰi˧˩
阵	ʣen˩˧
阵头雨	ʣen˩˧ dei ʔy˥˧
阵头风	ʣen˩˧ dei foŋ˧˩
阶	ʨiᴇ˧
阻	ʦu˥˧
阿	ʔɑ˧
阿乡	ʔɑ˧ ɕiɑŋ˧
阿公	ʔɑ˧ koŋ˧
阿叔	ʔɑ˧ soʔ˥
阿叔侄儿	ʔɑ˧ soʔ˥ ʣəʔ˨ əl˩˧
阿叔侄兒	ʔɑ˧ soʔ˥ ʣəʔ˨ əl˩˧
阿哥	ʔɑ˧ ko˧
阿壽	ʔɑ˧ zei˩˧
阿太	ʔɑ˧ tʰɑ˥
阿妹	ʔɑ˧ mei˥
阿姐	ʔɑ˧ ʨi˥˧
阿姨	ʔɑ˧ ɦi˧
阿婆	ʔɑ˧ bo˨˩˧
阿婆新妇	ʔɑ˧ bo˨˩˧ ɕin˧ vu˧
阿婆新婦	ʔɑ˧ bo˨˩˧ ɕin˧ vu˧
阿嫂	ʔɑ˧ sɔ˥˧
阿寿	ʔɑ˧ zei˩˧
阿弟	ʔɑ˧ di˩˧
阿悖哥	ʔɑ˧ bei˩˧ ko˥˧
阿木林	ʔɑ˧ moʔ˨ lin˧
阿爸	ʔɑ˧ pɑʔ˥
阿猫阿狗	ʔɑ˧ mɔ˧ ʔɑ˧ kø˥˧
阿貓阿狗	ʔɑ˧ mɔ˧ ʔɑ˧ kø˥˧
阿鄉	ʔɑ˧ ɕiɑŋ˧
附	vu˩˧
附近	vu˩˧ ʥin˩˧
际	ʨi˦˦˥
陆	loʔ˨
陇	loŋ˥˧
陈	ʣen˨˩˧
陈货	ʣen˧˩ hu˥
陈酒	ʣen˧˩ ʨiø˥˧
陋	lei˩˧
陌	mɑʔ˨
陌生人	moʔ˨ sen˧ zen˧
降	ʨiɑŋ˦˦˥
限	ɦiᴇ̃˩˧
陕	sʮõ˥˧
陛	bi˩˧
陝	sʮõ˥˧
陡	tei˥˧
院	ɦyõ˩˧
陣	ʣen˩˧
陣頭雨	ʣen˩˧ dei ʔy˥˧
陣頭風	ʣen˩˧ dei foŋ˧˩
除	ʣʮ˨˩˧
除出	ʣʮ˧˩ ʦʰʮəʔ˥
除出灶司是我大	ʣʮ˧˩ ʦʰʮəʔ˥ ʦɔ˥ sɿ˧˩ zɿ˩˧ ɦo˥˧ do˩˧
除出竈司是我大	ʣʮ˧˩ ʦʰʮəʔ˥ ʦɔ˥ sɿ˧˩ zɿ˩˧ ɦo˥˧ do˩˧
除孝	ʣʮ˧˩ ɕiɔ˥
险	ɕiᴇ̃˥˧
险不险	ɕiɛ̃˥˧ pəʔ˥ ɕiɛ̃˥˧
陪	bei˨˩˧
陪夜	bei˧˩ ɦi˩˧
陪嫁	bei˧˩ ʨiɑ˥
陪客	bei˧˩ kʰɑʔ˥
陰	in˧
陰乾	ʔin˧ kɛ̃˧
陰刁	ʔin˧ tiɔ˧
陰勢天	ʔin˧ sɿ˧ tʰiɛ̃˧
陰勢鬼	ʔin˧ sɿ˧ kui˥˧
陰天	ʔin˧ tʰiɛ̃˧
陰底下	ʔin˧ ti˥˧ ɦiɑ˧˩
陰曆	ʔin˧ liəʔ˥
陰溝洞	ʔin˧ kø˧ doŋ˧
陰珓	ʔin˧ kɔ˧
陰篤篤	ʔin˧ toʔ˥ toʔ˥
陰陽人兒	ʔin˧ ɦiɑŋ˧ zen˧ əl˧
陰陽先生	ʔin˧ ɦiɑŋ˧˩ ɕiɛ̃˧ sen˧
陰陽怪氣	ʔin˧ ɦiɑŋ˧ kuɛ˥ ʨʰi˧˩
陳	ʣen˨˩˧
陳貨	ʣen˧˩ hu˥
陳酒	ʣen˧˩ ʨiø˥˧
陵	lin˨˩˧
陶	dɔ˨˩˧
陷	ɦiᴇ̃˩˧
陸	loʔ˨
陽	ɦiɑŋ˨˩˧
陽春麵	ɦiɑŋ˧˩ ʦʰʮen˧ miɛ̃˧
陽水	ɦiɑŋ˧˩ sʮei˥˧
陽珓	ɦiɑŋ˧˩ kɔ˥
陽臺	ɦiɑŋ˧˩ dɛ˩˧
陽關棗	ɦiɑŋ˧˩ kuõ˧ ʦɔ˥˧
隆	loŋ˨˩˧
隊	dui˩˧
階	ʨiᴇ˧
随	ʣʮei˨˩˧
随便啥辰光	ʣʮei˧˩ biɛ̃˩˧ sɑ˥˧ zen˧˩ kuɑŋ˧
随时随刻	ʣʮei˧˩ zɿ˩˧ ʣʮei˧˩ kʰəʔ˥
隐	in˥˧
隑	gɛ˩˧
隑士林	gɛ˩˧ zɿ˩˧ lin˧˩
隑牌头	gɛ˩˧ bɛ˧˩ dei
隑牌頭	gɛ˩˧ bɛ˧˩ dei
隔两日	kɑʔ˥ liɑŋ˥˧ zəʔ˨
隔兩日	kɑʔ˥ liɑŋ˥˧ zəʔ˨
隔壁头	kɑʔ˥ piəʔ˥ dei
隔壁邻舍	kɑʔ˥ piəʔ˥ lin˧˩ sʮei˥˧
隔壁鄰舍	kɑʔ˥ piəʔ˥ lin˧˩ sʮei˥˧
隔壁頭	kɑʔ˥ piəʔ˥ dei
隔夜	kɑʔ˥ ɦi˩˧
際	ʨi˦˦˥
障	ʦɑŋ˦˦˥
隧	zʮei˩˧
隨	ʣʮei˨˩˧
隨便啥辰光	ʣʮei˧˩ biɛ̃˩˧ sɑ˥˧ zen˧˩ kuɑŋ˧
隨時隨刻	ʣʮei˧˩ zɿ˩˧ ʣʮei˧˩ kʰəʔ˥
險	ɕiᴇ̃˥˧
險不險	ɕiɛ̃˥˧ pəʔ˥ ɕiɛ̃˥˧
隱	in˥˧
隴	loŋ˥˧
隶	di˩˧
隸	di˩˧
隻	ʦəʔ˥
难	nᴇ̃˨˩˧
难为	nɛ̃˧˩ ɦui˨˩˧
难为情	nɛ̃˧˩ ɦui˨˩˧ ʥin˨˩˧
难为情相	nɛ̃˧˩ ɦui˨˩˧ ʥin˨˩˧ ɕiɑŋ˥
难板	nɛ̃˧˩ pɛ̃˥˧
难看	nɛ̃˧˩ kʰɛ̃˥
难过	nɛ̃˧˩ ku˥
雀	ʨʰiɑʔ˥
雀儿	ʨʰiɔ˥˧ əl˧˩
雀儿窠	ʨʰiɔ˥˧ əl˧˩ kʰo˧
雀兒	ʨʰiɔ˥˧ əl˧˩
雀兒窠	ʨʰiɔ˥˧ əl˧˩ kʰo˧
雀子斑	ʨiɑʔ˥ ʦɿ pɛ̃˧˩
雁	iᴇ̃˦˦˥
雁鵝	ŋɛ̃˩˧ ŋo˥˧
雁鹅	ŋɛ̃˩˧ ŋo˥˧
雄	ɦioŋ˩˧
雄狗	ɦioŋ˩˧ kø˥˧
雄猫	ɦioŋ˩˧ mɔ˧
雄貓	ɦioŋ˩˧ mɔ˧
雄雞	ɦioŋ˩˧ ʨi˧
雄鴨兒	ɦioŋ˩˧ ʔiɑʔ˥ əl˧
雄鸡	ɦioŋ˩˧ ʨi˧
雄鸭儿	ɦioŋ˩˧ ʔiɑʔ˥ əl˧
雅	iɑ˥˧
集	ʥiəʔ˨
雇	ku˦˦˥
雉	ʣɿ˩˧
雉雞	ʣɿ˩˧ ʨi˥˧
雉鸡	ʣɿ˩˧ ʨi˥˧
雌	ʦʰɿ˧
雌老虎	ʦʰɿ˧ lɔ˥˧ hu˧˩
雌雄婆儿	ʦʰɿ˧ ɦioŋ˧ bo˧ əl˧
雌雄婆兒	ʦʰɿ˧ ɦioŋ˧ bo˧ əl˧
雍	ioŋ˧
雕	tiɔ˧
雕花匠	tiɔ˧ huɑ˧ ʥiɑŋ˧
雖	sʮei˧
雙	suɑŋ˧
雙加飯	sʮɑŋ˧ ʨiɑ˧ vɛ̃˧
雙峯插雲	sʮɑŋ˧ foŋ˧ ʦʰɑʔ˥ ɦyn˨˩˧
雙搶	sʮɑŋ˧ ʨʰiɑŋ˥˧
雙梯	sʮɑŋ˧ tʰi˧
雙漩渦兒	sʮɑŋ˧ ʥiɛ̃˩˧ ʔo˥˧ əl˧˩
雙生兒	sʮɑŋ˧ sen˧ əl˧
雙眼皮兒	sʮɑŋ˧ ʔiɛ̃˥˧ bi˧˩ əl˧˩
雙耳朵	sʮɑŋ˧ əl˧ to˧
雙菜瓜	sʮɑŋ˧ ʦʰɛ˧ kuɑ˧
雙隑人	sʮɑŋ˧ gɛ˧ zen˧
雙黃蛋	sʮɑŋ˧ ɦuɑŋ˧ dɛ̃˩˧
雜	zɑʔ˨
雜咕隆咚	ʣɑʔ˨ ku˥˧ loŋ˧˩ toŋ˧˩
雜排	ʣɑʔ˨ bɛ˩˧
雜貨店兒	ʣɑʔ˨ hu˥ əl˧˩ tiɛ̃˧˩
雞	ʨi˧
雞冠	ʨi˧ kuõ˧
雞冠花	ʨi˧ kuõ˧ huɑ˧
雞心	ʨi˧ ɕin˧
雞心領	ʨi˧ ɕin˧ lin˥˧
雞殼兒	ʨi˧ kʰo˥ əl˧
雞毛撣帚	ʨi˧ mɔ˧ tɛ̃˥˧ ʦei˧˩
雞毛當令箭	ʨi˧ mɔ˧ tɑŋ˥ lin˥ ʨiɛ̃˥
雞毛菜	ʨi˧ mɔ˧ ʦʰɛ˥
雞毛蒜皮	ʨi˧ mɔ˧ sʮõ˥ bi˩˧
雞爪風	ʨi˧ ʦɔ˧ foŋ˧
雞登觚	ʨi˧ ten˧ ku˧
雞皮蕾兒	ʨi˧ bi˧˩ lei˩˧ əl˥˧
雞眼	ʨi˧ ʔiɛ̃˥˧
雞窠	ʨi˧ kʰo˧
雞籠	ʨi˧ loŋ˧
雞罩兒	ʨi˧ ʦɔ˧ əl˧
雞肫	ʨi˧ ʦen˧
雞肫皮	ʨi˧ ʦen˧ bi˧
雞蛋	ʨi˧ dɛ̃˧
雞蛋糕	ʨi˧ dɛ̃˧ kɔ˧
雞蛋裡頭挑骨頭	ʨi˧ dɛ̃˧ li˥˧ dei tʰiɔ˥˧ kuoʔ˥ dei
雞血石	ʨi˧ ɕiəʔ˥ zɑʔ˥
離	li˩˧
