㒼	mũ˨˩˧
松得斯黃	soŋ˥˧ tɐʔ˥ sɿ˥˧ ɦuɔ̃˨˦
松得斯黄	soŋ˥˧ tɐʔ˥ sɿ˥˧ ɦuɔ̃˨˦
松朴朴	soŋ˥˧ pʰoʔ˥ pʰoʔ˥
松松黃	soŋ˥˧ soŋ˥˧ ɦuɔ̃˨˦
松松黄	soŋ˥˧ soŋ˥˧ ɦuɔ̃˨˦
松樸樸	soŋ˥˧ pʰoʔ˥ pʰoʔ˥
松毛	soŋ˥˧ mɔ˨˦
松毛丝	soŋ˥˧ mɔ˨˦ sɿ˥˧
松毛絲	soŋ˥˧ mɔ˨˦ sɿ˥˧
松花	soŋ˥˧ huo˦˦
松黃	soŋ˥˧ ɦuɔ̃˨˦
松黄	soŋ˥˧ ɦuɔ̃˨˦
板刷	pɛ˧˥ sʮœʔ˥
板板六十四	pɛ˧˥ pɛ˧˥ loʔ˩˨ zʮœʔ˩˨ sɿ˦˦
板筛	pɛ˧˥ sɿ˥˧
板箩	pɛ˧˥ ləu˨˦
板篩	pɛ˧˥ sɿ˥˧
板籮	pɛ˧˥ ləu˨˦
板規	pɛ˧˥ kuɐɪ˥˧
板规	pɛ˧˥ kuɐɪ˥˧
板鋤	pɛ˧˥ zɿ˨˦
板锄	pɛ˧˥ zɿ˨˦
板青	pɛ˧˥ ʨʰiŋ˥˧
极	ʥiɪʔ˩˨
极䪆	ʥiɪʔ˩˨ tʰi˦˦
极刻	ʥiɪʔ˩˨ kʰɐʔ˥
极细	ʥiɪʔ˩˨ ɕi˦˦
枉为	uɔ̃˦˦ ɦuɐɪ˨˩˧
枉爲	uɔ̃˦˦ ɦuɐɪ˨˩˧
林	liŋ˨˦
枚	mɐʔ˩˨
枚枚碎碎	mɐɪ˨˦ mɐɪ˨˦ sɐɪ˦˦ sɐɪ˦˦
果桶	kəu˧˥ doŋ˨˩˧
果肉	kəu˧˥ ȵyoʔ˩˨
枪毙烧	ʨʰiã˥˧ bi˨˩˧ ɕio˥˧
枪毙鬼	ʨʰiã˥˧ bi˨˩˧ ʨy˧˥
枪笆	ʨʰiã˥˧ po˥˧
枫树叶	foŋ˥˧ zʮ˨˩˧ ɦiɪʔ˩˨
枯壳𥀬	kʰu˥˧ kʰoʔ˥ i˧˥
枯殼𥀬	kʰu˥˧ kʰoʔ˥ i˧˥
架	ko˦˦
架势	ko˦˦ sʮ˦˦
架勢	ko˦˦ sʮ˦˦
柏子树	pɐʔ˥ ʦɿ˧˥ zʮ˨˩˧
柏子樹	pɐʔ˥ ʦɿ˧˥ zʮ˨˩˧
柜台活狲	ʥy˨˦ de˨˦ ɦuɐʔ˩˨ səŋ˥˧
柜头活狲	ʥy˨˦ dœʏ˨˦ ɦuɐʔ˩˨ səŋ˥˧
柜头狮子	ʥy˨˦ dœʏ˨˦ sɿ˥˧ ʦɿ˧˥
查查問問	ʣo˨˦ ʣo˨˦ məŋ˨˩˧ məŋ˨˩˧
查查廉廉	ʣo˨˦ ʣo˨˦ li˨˦ li˨˦
查查问问	ʣo˨˦ ʣo˨˦ məŋ˨˩˧ məŋ˨˩˧
柱	ʣʮ˨˩˧
柴株	za˨˦ ʦʮ˥˧
柴油桶	za˨˦ ɦiʏ˨˦ doŋ˨˩˧
柴爿	za˨˦ bɛ˨˦
柴白絳花	za˨˦ bɐʔ˩˨ ʨiã˥˧ huo˦˦
柴白绛花	za˨˦ bɐʔ˩˨ ʨiã˥˧ huo˦˦
柴蓬	za˨˦ boŋ˨˦
柴角卵	za˨˦ koʔ˥ lø˨˩˧
柴角卵子	za˨˦ koʔ˥ lø˨˩˧ ʦɿ˧˥
柴間	za˨˦ kɛ˧˥
柴间	za˨˦ kɛ˧˥
标	pio˥˧
树挣	zʮ˨˩˧ ʦəŋ˥˧
栖虫	ʨʰi˥˧ ʣoŋ˨˦
栗壳色	liɪʔ˩˨ kʰoʔ˥ sɐʔ˥
校	kɔ˦˦
栢	pɐʔ˥
株慄	ʦʮ˥˧ liɪʔ˩˨
株栗	ʦʮ˥˧ liɪʔ˩˨
样有份	ɦiã˨˩˧ ɦiʏ˨˩˧ vəŋ˨˩˧
样色	ɦiã˨˩˧ sɐʔ˥
样范	ɦiã˨˩˧ vɛ˨˩˧
根头	kəŋ˧˥ dœʏ˨˦
根株	kəŋ˧˥ ʦʮ˥˧
根渣	kəŋ˧˥ ʦo˥˧
根脚	kəŋ˧˥ ʨiɐʔ˥
根腳	kəŋ˧˥ ʨiɐʔ˥
根頭	kəŋ˧˥ dœʏ˨˦
格	kɐʔ˥
格勒	kɐʔ˥ lɐʔ˩˨
格勒格	kɐʔ˥ lɐʔ˩˨ kɐʔ˥
格勒話	kɐʔ˥ lɐʔ˩˨ ɦuo˨˩˧
格勒话	kɐʔ˥ lɐʔ˩˨ ɦuo˨˩˧
格式貌	kɐʔ˥ ɕiɪʔ˥ mɔ˨˩˧
格式貌格	kɐʔ˥ ɕiɪʔ˥ mɔ˨˩˧ kɐʔ˥
格打	kɐʔ˥ tã˧˥
格星	kɐʔ˥ ɕiŋ˥˧
格末	kɐʔ˥ mɐʔ˩˨
格柵	kɐʔ˥ sɐʔ˥
格栅	kɐʔ˥ sɐʔ˥
格楞敦	kɐʔ˥ ləŋ˨˩˧ təŋ˦˦
格步梯	kɐʔ˥ bu˨˩˧ tʰe˥˧
格步路梯	kɐʔ˥ bu˨˩˧ lu˨˩˧ tʰe˥˧
格法	kɐʔ˥ fɐʔ˥
格貌	kɐʔ˥ mɔ˨˩˧
格貌格	kɐʔ˥ mɔ˨˩˧ kɐʔ˥
桁条	ɦã˨˦ dio˨˦
桁條	ɦã˨˦ dio˨˦
桂花蒸	kuɐɪ˦˦ huo˦˦ ʨiŋ˥˧
桌凳	ʦoʔ˥ təŋ˦˦
桑果	sɔ̃˥˧ kəu˧˥
桑果果	sɔ̃˥˧ kəu˧˥ kəu˧˥
桠乓	o˥˧ pʰã˥˧
桠卖豆腐	o˥˧ ma˨˩˧ dœʏ˨˩˧ vu˨˩˧
桠杈	o˥˧ ʦʰo˥˧
桥头三叔公	ʥio˨˦ dœʏ˨˦ sɛ˥˧ soʔ˥ koŋ˥˧
桥头老三	ʥio˨˦ dœʏ˨˦ lɔ˨˩˧ sɛ˥˧
桥眠床	ʥio˨˦ mi˨˦ zɔ̃˨˦
桥蚬	ʥio˨˦ ɕi˥˧
桥铺	ʥio˨˦ pʰu˦˦
桩	ʦɔ̃˥˧
梅子鮳	mɐɪ˨˦ ʦɿ˧˥ kʰɔ˦˦
梅子鲓	mɐɪ˨˦ ʦɿ˧˥ kʰɔ˦˦
梅时	mɐɪ˨˦ zɿ˨˦
梅时里	mɐɪ˨˦ zɿ˨˦ li˨˩˧
梅時	mɐɪ˨˦ zɿ˨˦
梅時裏	mɐɪ˨˦ zɿ˨˦ li˨˩˧
梅林雞	mɐɪ˨˦ liŋ˨˦ ʨi˧˥
梅林鸡	mɐɪ˨˦ liŋ˨˦ ʨi˧˥
梅汛裏	mɐɪ˨˦ ɕiŋ˦˦ li˨˩˧
梅汛里	mɐɪ˨˦ ɕiŋ˦˦ li˨˩˧
梅豆	mɐɪ˨˦ dœʏ˨˩˧
梅魚	mɐɪ˨˦ ŋ̩˨˦
梅鱼	mɐɪ˨˦ ŋ̩˨˦
梗	kã˧˥
梗子	kuã˧˥ ʦɿ˧˥
條子	dio˨˦ ʦɿ˧˥
條石	dio˨˦ zɐʔ˩˨
條肉	dio˨˦ ȵyoʔ˩˨
梨头	li˨˦ dœʏ˨˦
梨頭	li˨˦ dœʏ˨˦
梳	sɿ˧˥
梳头梳	sɿ˧˥ dœʏ˨˦ sɿ˧˥
梳頭梳	sɿ˧˥ dœʏ˨˦ sɿ˧˥
棉紗線	mi˨˦ so˥˧ ɕi˦˦
棉纱线	mi˨˦ so˥˧ ɕi˦˦
棒冰	bɔ̃˨˩˧ piŋ˥˧
棒头	bɔ̃˨˩˧ dœʏ˨˦
棒头糖	bɔ̃˨˩˧ dœʏ˨˦ dɔ̃˨˦
棒頭	bɔ̃˨˩˧ dœʏ˨˦
棒頭糖	bɔ̃˨˩˧ dœʏ˨˦ dɔ̃˨˦
棕繃桯	ʦoŋ˥˧ pã˦˦ tʰiŋ˥˧
棕绷桯	ʦoŋ˥˧ pã˦˦ tʰiŋ˥˧
棚虫	bã˨˦ ʣoŋ˨˦
棚蟲	bã˨˦ ʣoŋ˨˦
棚車	bã˨˦ ʦʰo˥˧
棚车	bã˨˦ ʦʰo˥˧
棱	liŋ˨˦
棱头	liŋ˨˦ dœʏ˨˦
棱頭	liŋ˨˦ dœʏ˨˦
棲蟲	ʨʰi˥˧ ʣoŋ˨˦
椏乓	o˥˧ pʰã˥˧
椏杈	o˥˧ ʦʰo˥˧
椏賣豆腐	o˥˧ ma˨˩˧ dœʏ˨˩˧ vu˨˩˧
椠	ʨʰi˥˧
楊梅時	ɦiã˨˦ mɐɪ˨˦ zɿ˨˦
楊梅汛裏	ɦiã˨˦ mɐɪ˨˦ ɕiŋ˦˦ li˨˩˧
楊梅瘡	ɦiã˨˦ mɐɪ˨˦ ʦʰɔ̃˥˧
楊辣	ɦiã˨˦ lɐʔ˩˨
楓樹葉	foŋ˥˧ zʮ˨˩˧ ɦiɪʔ˩˨
楤	ʦʰoŋ˥˧
極	ʥiɪʔ˩˨
極䪆	ʥiɪʔ˩˨ tʰi˦˦
極刻	ʥiɪʔ˩˨ kʰɐʔ˥
極細	ʥiɪʔ˩˨ ɕi˦˦
楼顶	lœʏ˨˦ təŋ˧˥
榨面	ʦo˦˦ mi˨˩˧
槅子	kɐʔ˥ ʦɿ˧˥
槍斃燒	ʨʰiã˥˧ bi˨˩˧ ɕio˥˧
槍斃鬼	ʨʰiã˥˧ bi˨˩˧ ʨy˧˥
槍笆	ʨʰiã˥˧ po˥˧
槓棍	kɔ̃˦˦ kuəŋ˦˦
槓箱	kɔ̃˦˦ ɕiã˥˧
槧	ʨʰi˥˧
槽头肉	zɔ˨˦ dœʏ˨˦ ȵyoʔ˩˨
槽槽动	zɔ˨˦ zɔ˨˦ doŋ˨˩˧
槽槽動	zɔ˨˦ zɔ˨˦ doŋ˨˩˧
槽頭肉	zɔ˨˦ dœʏ˨˦ ȵyoʔ˩˨
樁	ʦɔ̃˥˧
樂胃	loʔ˩˨ ɦuɐɪ˨˩˧
樓頂	lœʏ˨˦ təŋ˧˥
標	pio˥˧
樣有份	ɦiã˨˩˧ ɦiʏ˨˩˧ vəŋ˨˩˧
樣範	ɦiã˨˩˧ vɛ˨˩˧
樣色	ɦiã˨˩˧ sɐʔ˥
横	ɦuã˨˩˧
横东道	ɦuã˨˩˧ toŋ˥˧ dɔ˨˩˧
横头	ɦuã˨˩˧ dœʏ˨˦
横横动	ɦuã˨˩˧ ɦuã˨˩˧ doŋ˨˩˧
横直	ɦuã˨˩˧ ʥiɪʔ˩˨
横竖横	ɦuã˨˩˧ zʮ˨˩˧ ɦuã˨˩˧
横箫	ɦuã˨˩˧ ɕio˥˧
横纵	ɦuã˨˩˧ ʦoŋ˦˦
横致致	uã˥˧ ʦɿ˦˦ ʦɿ˦˦
横赌	ɦuã˨˩˧ tu˧˥
横里	ɦuã˨˩˧ li˨˩˧
横阔大	ɦuã˨˩˧ kʰuɐʔ˥ dəu˨˩˧
横𠡒	uã˥˧ tɐɪ˧˥
樸屍	pʰoʔ˥ sɿ˥˧
樹掙	zʮ˨˩˧ ʦəŋ˥˧
橄榄帽	kɛ˧˥ lɛ˨˩˧ mɔ˨˩˧
橄欖帽	kɛ˧˥ lɛ˨˩˧ mɔ˨˩˧
橋眠牀	ʥio˨˦ mi˨˦ zɔ̃˨˦
橋蜆	ʥio˨˦ ɕi˥˧
橋鋪	ʥio˨˦ pʰu˦˦
橋頭三叔公	ʥio˨˦ dœʏ˨˦ sɛ˥˧ soʔ˥ koŋ˥˧
橋頭老三	ʥio˨˦ dœʏ˨˦ lɔ˨˩˧ sɛ˥˧
橘子时	ʨyəʔ˥ ʦɿ˧˥ zɿ˨˦
橘子時	ʨyəʔ˥ ʦɿ˧˥ zɿ˨˦
橘子汛裏	ʨyəʔ˥ ʦɿ˧˥ ɕiŋ˦˦ li˨˩˧
橘子汛里	ʨyəʔ˥ ʦɿ˧˥ ɕiŋ˦˦ li˨˩˧
橛	ʥyəʔ˩˨
橛头	ʥyəʔ˩˨ dœʏ˨˦
橛頭	ʥyəʔ˩˨ dœʏ˨˦
機器腳踏車	ʨi˥˧ ʨʰi˦˦ ʨiɐʔ˥ dɐʔ˩˨ ʦʰo˥˧
機耕路	ʨi˥˧ kã˥˧ lu˨˩˧
橫	ɦuã˨˩˧
橫東道	ɦuã˨˩˧ toŋ˥˧ dɔ˨˩˧
橫橫動	ɦuã˨˩˧ ɦuã˨˩˧ doŋ˨˩˧
橫直	ɦuã˨˩˧ ʥiɪʔ˩˨
橫簫	ɦuã˨˩˧ ɕio˥˧
橫縱	ɦuã˨˩˧ ʦoŋ˦˦
橫致致	uã˥˧ ʦɿ˦˦ ʦɿ˦˦
橫裏	ɦuã˨˩˧ li˨˩˧
橫豎橫	ɦuã˨˩˧ zʮ˨˩˧ ɦuã˨˩˧
橫賭	ɦuã˨˩˧ tu˧˥
橫闊大	ɦuã˨˩˧ kʰuɐʔ˥ dəu˨˩˧
橫頭	ɦuã˨˩˧ dœʏ˨˦
橫𠡒	uã˥˧ tɐɪ˧˥
橹乌珠	lu˨˩˧ ̃ ʦʮ˥˧
檀硬	dɛ˨˦ ŋã˨˩˧
檐头水	ɦi˨˦ dœʏ˨˦ sʮ˧˥
檐楯	ɦi˨˦ zʮøŋ˨˦
檐楯口	ɦi˨˦ zʮøŋ˨˦ kʰœʏ˧˥
檐頭水	ɦi˨˦ dœʏ˨˦ sʮ˧˥
檫树	ʦʰɐʔ˥ zʮ˨˩˧
檫樹	ʦʰɐʔ˥ zʮ˨˩˧
檻窗	kʰɛ˦˦ ʦʰɔ̃˥˧
櫃檯活猻	ʥy˨˦ de˨˦ ɦuɐʔ˩˨ səŋ˥˧
櫃頭活猻	ʥy˨˦ dœʏ˨˦ ɦuɐʔ˩˨ səŋ˥˧
櫃頭獅子	ʥy˨˦ dœʏ˨˦ sɿ˥˧ ʦɿ˧˥
櫓烏珠	lu˨˩˧ ̃ ʦʮ˥˧
欠	ʨʰi˦˦
欠够	ʨʰi˦˦ kœʏ˦˦
欠夠	ʨʰi˦˦ kœʏ˦˦
次毛	ʦʰɿ˦˦ mɔ˨˦
欶	soʔ˥
欺軟怕惡	ʨʰi˥˧ ȵy˨˩˧ pʰo˦˦ oʔ˥
欺软怕恶	ʨʰi˥˧ ȵy˨˩˧ pʰo˦˦ oʔ˥
歇作	ɕiɪʔ˥ ʦoʔ˥
歇勿來	ɕiɪʔ˥ vɐʔ˩˨ le˨˦
歇勿来	ɕiɪʔ˥ vɐʔ˩˨ le˨˦
歇过	ɕiɪʔ˥ kəu˦˦
歇過	ɕiɪʔ˥ kəu˦˦
歊	hɔ˥˧
正厅位子	ʨiŋ˦˦ tʰiŋ˥˧ ɦuɐɪ˨˩˧ ʦɿ˧˥
正厢	ʨiŋ˦˦ ɕiã˥˧
正好有数	ʨiŋ˦˦ hɔ˧˥ ɦiʏ˨˩˧ su˧˥
正好有數	ʨiŋ˦˦ hɔ˧˥ ɦiʏ˨˩˧ su˧˥
正廂	ʨiŋ˦˦ ɕiã˥˧
正廳位子	ʨiŋ˦˦ tʰiŋ˥˧ ɦuɐɪ˨˩˧ ʦɿ˧˥
正式	ʨiŋ˦˦ ɕiɪʔ˥
正当正气	ʨiŋ˦˦ tɔ̃˥˧ ʨiŋ˦˦ ʨʰi˦˦
正月头面	ʨiŋ˦˦ ɦyəʔ˩˨ dœʏ˨˦ mi˨˩˧
正月頭面	ʨiŋ˦˦ ɦyəʔ˩˨ dœʏ˨˦ mi˨˩˧
正當正氣	ʨiŋ˦˦ tɔ̃˥˧ ʨiŋ˦˦ ʨʰi˦˦
正酒	ʨiŋ˦˦ ʨiʏ˧˥
武耍耍	ɦu˨˩˧ sa˥˧ sa˥˧
歪	hua˧˥
歪七𢺵八	hua˧˥ ʨʰiɪʔ˥ ʥi˨˩˧ pɐʔ˥
歪嘴	hua˧˥ ʦʮ˧˥
歪嘴辟得	hua˧˥ ʦʮ˧˥ pʰiɪʔ˥ tɐʔ˥
歪嘴闢得	hua˧˥ ʦʮ˧˥ pʰiɪʔ˥ tɐʔ˥
歪笡	hua˧˥ ʨʰia˧˥
歸	kuɐɪ˥˧
死	ɕi˧˥
死人勿怪	ɕi˧˥ ȵiŋ˨˦ vɐʔ˩˨ kua˦˦
死尸	ɕi˧˥ sɿ˥˧
死屍	ɕi˧˥ sɿ˥˧
死快𡀂	ɕi˧˥ kʰua˦˦ lɐɪ˨˦
死掉	ɕi˧˥ dio˨˩˧
死样	ɕi˧˥ ɦiã˨˩˧
死样怪气	ɕi˧˥ ɦiã˨˩˧ kua˦˦ ʨʰi˦˦
死樣	ɕi˧˥ ɦiã˨˩˧
死樣怪氣	ɕi˧˥ ɦiã˨˩˧ kua˦˦ ʨʰi˦˦
死藤南瓜	ɕi˧˥ dəŋ˨˦ nɐɪ˨˦ kuo˥˧
死蟹一只	ɕi˧˥ ha˧˥ iɪʔ˥ ʦɐʔ˥
死蟹一隻	ɕi˧˥ ha˧˥ iɪʔ˥ ʦɐʔ˥
死蟹吹白	ɕi˧˥ ha˧˥ ʦʰʮ˥˧ bɐʔ˩˨
死蟹𡀂	ɕi˧˥ ha˧˥ lɐɪ˨˦
死話	ɕi˧˥ ɦuo˨˩˧
死话	ɕi˧˥ ɦuo˨˩˧
殟煞	uɐʔ˥ sɐʔ˥
殟老老	uɐʔ˥ lɔ˨˩˧ lɔ˨˩˧
段	dø˨˩˧
段头	tʰø˥˧ dœʏ˨˦
段頭	tʰø˥˧ dœʏ˨˦
殼子	kʰoʔ˥ ʦɿ˧˥
殼落	kʰoʔ˥ loʔ˩˨
殼郎	kʰoʔ˥ lɔ̃˨˦
毀	ɕy˦˦
毁	ɕy˦˦
每遭	mɐɪ˨˩˧ ʦɔ˥˧
毛	mɔ˨˦
毛估估	mɔ˨˦ ku˥˧ ku˥˧
毛压芋艿	mɔ˨˦ ɐʔ˥ ɦy˨˩˧ na˨˦
毛壓芋艿	mɔ˨˦ ɐʔ˥ ɦy˨˩˧ na˨˦
毛头	mɔ˨˦ dœʏ˨˦
毛头奶花	mɔ˨˦ dœʏ˨˦ na˨˩˧ hũ˥˧
毛慄	mɔ˨˦ liɪʔ˩˨
毛栗	mɔ˨˦ liɪʔ˩˨
毛毛草	mɔ˨˦ mɔ˨˦ ʦʰɔ˧˥
毛筒	mɔ˨˦ doŋ˨˩˧
毛線衫	mɔ˨˦ ɕi˦˦ sɛ˥˧
毛线衫	mɔ˨˦ ɕi˦˦ sɛ˥˧
毛羽勿动	mɔ˨˦ ɦy˨˩˧ vɐʔ˩˨ doŋ˨˩˧
毛羽勿動	mɔ˨˦ ɦy˨˩˧ vɐʔ˩˨ doŋ˨˩˧
毛脚女婿	mɔ˨˦ ʨiɐʔ˥ ȵy˨˩˧ ɕi˦˦
毛腳女婿	mɔ˨˦ ʨiɐʔ˥ ȵy˨˩˧ ɕi˦˦
毛芋艿	mɔ˨˦ ɦy˨˩˧ na˨˦
毛蚶	mɔ˨˦ he˥˧
毛蟹	mɔ˨˦ ha˧˥
毛衣勿动	mɔ˨˦ i˧˥ vɐʔ˩˨ doŋ˨˩˧
毛衣勿動	mɔ˨˦ i˧˥ vɐʔ˩˨ doŋ˨˩˧
毛貨	mɔ˨˦ həu˦˦
毛货	mɔ˨˦ həu˦˦
毛霉	mɔ˨˦ mɐɪ˨˦
毛頭	mɔ˨˦ dœʏ˨˦
毛頭奶花	mɔ˨˦ dœʏ˨˦ na˨˩˧ hũ˥˧
毛鱨魚	mɔ˨˦ ʣɔ̃˨˦ ŋ̩˨˦
毛鲿鱼	mɔ˨˦ ʣɔ̃˨˦ ŋ̩˨˦
毛黴	mɔ˨˦ mɐɪ˨˦
毡帽头	ʨi˥˧ mɔ˨˩˧ dɐɪ˨˦
毨	sɐɪ˧˥
氈帽頭	ʨi˥˧ mɔ˨˩˧ dɐɪ˨˦
气	ʨʰi˦˦
气勿过	ʨʰi˦˦ vɐʔ˩˨ kəu˦˦
气味	ʨʰi˦˦ mi˨˩˧
气呼大呼	ʨʰi˦˦ fu˥˧ da˨˩˧ fu˥˧
气头闲话	ʨʰi˦˦ dœʏ˨˦ ɦɛ˨˦ ɦuo˨˩˧
气急大呼	ʨʰi˦˦ ʨiɪʔ˥ da˨˩˧ fu˥˧
气息	ʨʰi˦˦ ɕiɪʔ˥
气恼糟	ʨʰi˦˦ nɔ˨˩˧ ʦɔ˥˧
气紧	ʨʰi˦˦ ʨiŋ˧˥
气胎	ʨʰi˦˦ tʰe˥˧
氣	ʨʰi˦˦
氣勿過	ʨʰi˦˦ vɐʔ˩˨ kəu˦˦
氣味	ʨʰi˦˦ mi˨˩˧
氣呼大呼	ʨʰi˦˦ fu˥˧ da˨˩˧ fu˥˧
氣急大呼	ʨʰi˦˦ ʨiɪʔ˥ da˨˩˧ fu˥˧
氣息	ʨʰi˦˦ ɕiɪʔ˥
氣惱糟	ʨʰi˦˦ nɔ˨˩˧ ʦɔ˥˧
氣緊	ʨʰi˦˦ ʨiŋ˧˥
氣胎	ʨʰi˦˦ tʰe˥˧
氣頭閒話	ʨʰi˦˦ dœʏ˨˦ ɦɛ˨˦ ɦuo˨˩˧
水出烂糟	sʮ˧˥ ʦʰʮœʔ˥ lɛ˨˩˧ ʦɔ˥˧
水出爛糟	sʮ˧˥ ʦʰʮœʔ˥ lɛ˨˩˧ ʦɔ˥˧
水咸草	sʮ˧˥ ɦɛ˨˦ ʦʰɔ˧˥
水头	sʮ˧˥ dœʏ˨˦
水平	sʮ˧˥ biŋ˨˦
水底工	sʮ˧˥ ti˧˥ koŋ˥˧
水明汤	sʮ˧˥ miŋ˨˦ tʰɔ̃˥˧
水明湯	sʮ˧˥ miŋ˨˦ tʰɔ̃˥˧
水溜	sʮ˧˥ lʏ˨˩˧
水窞	sʮ˧˥ dɐɪ˨˦
水窞窞	sʮ˧˥ dɐɪ˨˦ dɐɪ˨˦
水竹	sʮ˧˥ ʦoʔ˥
水缸脚	sʮ˧˥ kɔ̃˥˧ ʨiɐʔ˥
水缸腳	sʮ˧˥ kɔ̃˥˧ ʨiɐʔ˥
水缺	sʮ˧˥ ʨʰyəʔ˥
水缺头	sʮ˧˥ ʨʰyəʔ˥ dœʏ˨˦
水缺頭	sʮ˧˥ ʨʰyəʔ˥ dœʏ˨˦
水老鴉	sʮ˧˥ lɔ˨˩˧ o˥˧
水老鸦	sʮ˧˥ lɔ˨˩˧ o˥˧
水胡桃	sʮ˧˥ ɦu˨˦ dɔ˨˦
水菱	sʮ˧˥ liŋ˨˦
水葫芦	sʮ˧˥ ɦu˨˦ lu˨˦
水葫蘆	sʮ˧˥ ɦu˨˦ lu˨˦
水虾	sʮ˧˥ huo˧˥
水蜜桃	sʮ˧˥ miɪʔ˩˨ dɔ˨˦
水蝦	sʮ˧˥ huo˧˥
水貼糕	sʮ˧˥ tʰɐʔ˥ kɔ˥˧
水贴糕	sʮ˧˥ tʰɐʔ˥ kɔ˥˧
水雞	sʮ˧˥ ʨi˧˥
水頭	sʮ˧˥ dœʏ˨˦
水鸡	sʮ˧˥ ʨi˧˥
水鹹草	sʮ˧˥ ɦɛ˨˦ ʦʰɔ˧˥
水𡍲头	sʮ˧˥ tʰɐʔ˥ dœʏ˨˦
水𡍲頭	sʮ˧˥ tʰɐʔ˥ dœʏ˨˦
永生永世	yoŋ˧˥ sã˥˧ yoŋ˧˥ ɕi˦˦
氽	tʰəŋ˧˥
汀	tʰiŋ˥˧
汁	ʨiɪʔ˥
汁水	ʨiɪʔ˥ sʮ˧˥
汁汤	ʨiɪʔ˥ tʰɔ̃˥˧
汁湯	ʨiɪʔ˥ tʰɔ̃˥˧
求靠	ʥiʏ˨˦ kʰɔ˦˦
汇	ɦuɐɪ˨˩˧
汇角	ɦuɐɪ˨˩˧ koʔ˥
汇角头	ɦuɐɪ˨˩˧ koʔ˥ dœʏ˨˦
汇角沿	ɦuɐɪ˨˩˧ koʔ˥ ɦi˨˦
汉	he˦˦
汗出汤𤃀	ɦɐɪ˨˩˧ ʦʰʮœʔ˥ tʰo˧˥ li˨˩˧
汗出湯𤃀	ɦɐɪ˨˩˧ ʦʰʮœʔ˥ tʰo˧˥ li˨˩˧
汗滋滋	ɦɐɪ˨˩˧ ʦɿ˥˧ ʦɿ˥˧
汗爬雨淋	ɦɐɪ˨˩˧ bo˨˦ ɦy˨˩˧ liŋ˨˦
汗酸臭	ɦɐɪ˨˩˧ sʏ˥˧ ʨʰiʏ˦˦
汗𩂢𩂢响	ɦɐɪ˨˩˧ ŋa˨˩˧ ŋa˨˩˧ ɕiã˧˥
汗𩂢𩂢響	ɦɐɪ˨˩˧ ŋa˨˩˧ ŋa˨˩˧ ɕiã˧˥
江白虾	kɔ̃˥˧ bɐʔ˩˨ huo˧˥
江白蝦	kɔ̃˥˧ bɐʔ˩˨ huo˧˥
污	əu˦˦
污素	u˥˧ su˦˦
汤团	tʰɔ̃˥˧ dø˨˦
汤果	tʰɔ̃˥˧ kəu˧˥
汤果粉	tʰɔ̃˥˧ kəu˧˥ fəŋ˧˥
汤水	tʰɔ̃˥˧ sʮ˧˥
汤水壶	tʰɔ̃˥˧ sʮ˧˥ ɦu˨˦
汤锅	tʰɔ̃˥˧ kəu˥˧
汤饭	tʰɔ̃˥˧ vɛ˨˩˧
汭	nɐɪ˨˩˧
汽車路	ʨʰi˦˦ ʦʰo˥˧ lu˨˩˧
汽车路	ʨʰi˦˦ ʦʰo˥˧ lu˨˩˧
沃貌	oʔ˥ mɔ˨˩˧
沃遭	oʔ˥ ʦɔ˥˧
沒	mɐʔ˩˨
沒嘴沒得	mɐʔ˩˨ ʦʮ˧˥ mɐʔ˩˨ tɐʔ˥
沒腳蟹	ɐ ʨiɐʔ˥ ha˧˥
沓	tʰɐʔ˥
沓沓	dɐʔ˩˨ dɐʔ˩˨
沙	so˦˦
沙䥛	so˦˦ ʨi˥˧
沙头	so˦˦ dœʏ˨˦
沙尖	so˦˦ ʨi˥˧
沙沙板	so˦˦ so˦˦ pɛ˧˥
沙泥	so˦˦ ȵi˨˦
沙泥地	so˦˦ ȵi˨˦ di˨˩˧
沙灰	so˦˦ huɐɪ˥˧
沙胡咙	so˦˦ ɦu˨˦ loŋ˨˦
沙胡嚨	so˦˦ ɦu˨˦ loŋ˨˦
沙蟹	so˦˦ ha˧˥
沙鍋	so˦˦ kəu˥˧
沙锅	so˦˦ kəu˥˧
沙頭	so˦˦ dœʏ˨˦
沙鰻	so˦˦ mũ˨˦
沙鳗	so˦˦ mũ˨˦
没	mɐʔ˩˨
没嘴没得	mɐʔ˩˨ ʦʮ˧˥ mɐʔ˩˨ tɐʔ˥
没脚蟹	ɐ ʨiɐʔ˥ ha˧˥
沰	toʔ˥
河埠头	ɦəu˨˦ bu˨˩˧ dœʏ˨˦
河埠頭	ɦəu˨˦ bu˨˩˧ dœʏ˨˦
河塘墈	ɦəu˨˦ dɔ̃˨˦ kʰe˦˦
河墈	ɦəu˨˦ kʰe˦˦
河头	ɦəu˨˦ dœʏ˨˦
河对过	ɦəu˨˦ tɐɪ˦˦ kəu˦˦
河對過	ɦəu˨˦ tɐɪ˦˦ kəu˦˦
河水鬼	ɦəu˨˦ sʮ˧˥ ʨy˧˥
河江	ɦəu˨˦ kɔ̃˥˧
河泥	ɦəu˨˦ ȵi˨˦
