㑃	æ˥˨˧
風扇冷麵	foŋ˥ sø˧ lã˩˧ miɪ˨˩
風涼	foŋ˥ liã˨˩
風涼話	foŋ˥ liã˧ ɦo˨˩
風涼陶陶	foŋ˥ liã˧ dæ˧ dæ˨˩
風火山牆	foŋ˥ həu˧ sᴇ˧ ziã˨˩
風爐	foŋ˥ ləu˨˩
風疹塊	foŋ˥ ʦən˥ kʰuᴇ˨˩
風癱	foŋ˥ tʰᴇ˨˩
風箱	foŋ˥ siã˨˩
風肉	foŋ˥ ȵioʔ˨
風衣	foŋ˥ i˨˩
風車	foŋ˥ ʦʰo˨˩
風鏡	foŋ˥ ʨin˨˩
風騷	foŋ˥ sæ˨˩
颬	hɑ˦
颯	səʔ˦˧
颱	dᴇ˨˨˧
颱風	dᴇ˨˨˧ foŋ˧
颶	ʥyⱼ˨˧˩
颼	søʏ˦
飄	pʰiæ˦
飆	piæ˦
风	foŋ˥
风住哉	foŋ˥ zɥ˧˩ ʦᴇ
风停	foŋ˥ din˨˨˧
风停哉	foŋ˥ din˨˨˧ ʦᴇ
风光	foŋ˥ kuɑ̃˥
风凉	foŋ˥ liã˨˩
风凉话	foŋ˥ liã˧ ɦo˨˩
风凉陶陶	foŋ˥ liã˧ dæ˧ dæ˨˩
风干栗子	foŋ˥ kø˧ liəʔ˨˧ ʦɿ
风扇冷面	foŋ˥ sø˧ lã˩˧ miɪ˨˩
风火山墙	foŋ˥ həu˧ sᴇ˧ ziã˨˩
风炉	foŋ˥ ləu˨˩
风疹块	foŋ˥ ʦən˥ kʰuᴇ˨˩
风瘫	foŋ˥ tʰᴇ˨˩
风箱	foŋ˥ siã˨˩
风肉	foŋ˥ ȵioʔ˨
风衣	foŋ˥ i˨˩
风车	foŋ˥ ʦʰo˨˩
风镜	foŋ˥ ʨin˨˩
风骚	foŋ˥ sæ˨˩
飒	səʔ˦˧
飓	ʥyⱼ˨˧˩
飕	søʏ˦
飘	pʰiæ˦
飙	piæ˦
飚	piæ˦
飛	fiⱼ˦
飛機	fi˥ ʨi˧
飛機頭	fi˥ ʨi˥ dʏ
飛毛腿	fi˥ mæ˧ tʰᴇ˨˩
飛洋片	fi˥ ɦiã˧ pʰiI˨˩
飛澆面	fi˥ ʨiæ˧ miɪ˨˩
飛蛾	fi˥ ŋəu˨˩
飛象	fi˥ ziã˧˩
飛過海	fi˥ kəu˧ ɦᴇ˨˩
飛飛揚揚	fi˥ fi˧ ɦiã˧ ɦiã˨˩
飞	fi˥
飞机	fi˥ ʨi˧
飞机头	fi˥ ʨi˥ dʏ
飞毛腿	fi˥ mæ˧ tʰᴇ˨˩
飞洋片	fi˥ ɦiã˧ pʰiI˨˩
飞浇面	fi˥ ʨiæ˧ miɪ˨˩
飞蛾	fi˥ ŋəu˨˩
飞象	fi˥ ziã˧˩
飞过海	fi˥ kəu˧ ɦᴇ˨˩
飞飞扬扬	fi˥ fi˧ ɦiã˧ ɦiã˨˩
食	zəʔ˨˧
食积	zəʔ˨˧ ʦiəʔ˦˧
食積	zəʔ˨˧ ʦiəʔ˦˧
飢	ʨiⱼ˦
飧	sən˦
飨	ɕiã˥˩
飩	dən˨˨˧
飪	zən˨˧˩
飭	ʦʰəʔ˦˧
飯	vᴇ˨˧˩
飯㾋	vᴇ˧˩ ɕiʏ˧
飯䊓	vᴇ˧˩ zɥ˨˩
飯䊓幹	vᴇ˨˨˧ zɥ˧ kø˨˩
飯好哉	vᴇ˧˩ hæ˥˩ ʦᴇ
飯師父	vᴇ˨˨˧ sɿ˧ vu˨˩
飯店	vᴇ˨˨˧ tiɪ˨˩
飯枯焦哉	vᴇ˧˩ kʰəu˥ ʦiæ˥ ʦᴇ
飯桶	vᴇ˨˨˧ doŋ˨˩
飯筲箕	vᴇ˨˨˧ sæ˧ ʨi˨˩
飯米糝	vᴇ˧˩ mi˧ sø˨˩
飯超	vᴇ˨˨˧ ʦʰæ˧
飲	in˥˨˧
飴	ɦiⱼ˨˨˧
飴糖	ɦi˨˨˧ dɑ̃˧
飼	zɿ˨˧˩
飽	pæ˥˩
飾	səʔ˦˧
餃	ʨiæ˥˩
餃子	ʨiæ˥˩ ʦɿ
餅	pin˥˩
餅饅店	pin ˧ mø˧ tiɪ˨˩
餈	zɿ˨˨˧
餈飯	ʦʰɿ˥ vᴇ˨˩
餈飯糕	ʦʰɿ˥ vᴇ˧ kæ˨˩
餈飯糰	ʦʰɿ˥ vᴇ˧ dø˨˩
餈饭	ʦʰɿ˥ vᴇ˨˩
餈饭团	ʦʰɿ˥ vᴇ˧ dø˨˩
餈饭糕	ʦʰɿ˥ vᴇ˧ kæ˨˩
餉	ɕiã˥˨˧
養	ɦiã˨˧˩
養兒子	ɦiã˧˩ ȵi˧ ʦɿ
養新婦	ɦiã˥ sin˧ vu˨˩
養活	ɦiã˨˨˧ ɦuəʔ˨
餌	ȵiⱼ˨˧˩
餍	i˥˨˧
餐	ʦʰø˦
餐巾紙	ʦʰø˥ ʨin˧ ʦɿ˨˩
餐巾纸	ʦʰø˥ ʨin˧ ʦɿ˨˩
餑	bəˀ˨˧
餒	nᴇ˥˩
餓	ŋəu˨˧˩
餓慌	ŋəu˨˨˧ huɑ̃˧
餓煞鬼	ŋəu˧˩ saʔ˨ ʨy˨˩
餕	ʦin˥˨˧
餘	ɦyⱼ˨˨˧
餛	ɦuən˨˨˧
餛飩	ɦuən˨˨˧ dən˨˩
餛飩擔	ɦuən˨˨˧ dən˧ tᴇ˨˩
餛飩菱	ɦuən˨˨˧ dən˧ lin˨˩
餞	zi˨˧˩
餡	ɦi˨˧˩
館	kuø˥˩
餩	əʔ˦˧
餬	ɦəu˨˨˧
餮	tʰiəʔ˦˧
餳	zin˨˨˧
餳糖	zin˨˨˧ dɑ̃˧
餴	fən˦
餵	uᴇ˥˨˧
餾	løʏ˨˨˧
餿	søʏ˦
饃	mo˨˨˧
饅	mø˨˨˧
饅頭	mø˥ dʏ
饈	søʏ˦
饉	ʥin˨˧˩
饋	guᴇ˨˧˩
饋節	uᴇ˨˨˧ ʦiəʔ˨
饌	zø˨˧˩
饒	zæ˨˨˧
饒棋	ȵiæ˨˨˧ ʥi˧
饒頭	ȵiæ˨˨˧ dʏ˧
饔	ioŋ˦
饕	tʰæ˦
饗	ɕiã˥˩
饙	fən˦
饛	moŋ˨˨˧
饜	i˥˨˧
饞	zᴇ˨˨˧
饞唾	zᴇ˨˨˧ tʰəu˧
饞唾水	zᴇ˨˨˧ tʰəu˧ sɥ˨˩
饢	nɑ̃˨˨˧
饥	ʨiⱼ˦
饧	zin˨˨˧
饧糖	zin˨˨˧ dɑ̃˧
饨	dən˨˨˧
饪	zən˨˧˩
饬	ʦʰəʔ˦˧
饭	vᴇ˧˩
饭㾋	vᴇ˧˩ ɕiʏ˧
饭䊓	vᴇ˧˩ zɥ˨˩
饭䊓干	vᴇ˨˨˧ zɥ˧ kø˨˩
饭好哉	vᴇ˧˩ hæ˥˩ ʦᴇ
饭师父	vᴇ˨˨˧ sɿ˧ vu˨˩
饭店	vᴇ˨˨˧ tiɪ˨˩
饭枯焦哉	vᴇ˧˩ kʰəu˥ ʦiæ˥ ʦᴇ
饭桶	vᴇ˨˨˧ doŋ˨˩
饭筲箕	vᴇ˨˨˧ sæ˧ ʨi˨˩
饭米糁	vᴇ˧˩ mi˧ sø˨˩
饭超	vᴇ˨˨˧ ʦʰæ˧
饮	in˥˨˧
饯	zi˨˧˩
饰	səʔ˦˧
饱	pæ˥˩
饲	zɿ˨˧˩
饴	ɦiⱼ˨˨˧
饴糖	ɦi˨˨˧ dɑ̃˧
饵	ȵiⱼ˨˧˩
饶	ȵiæ˨˨˧
饶头	ȵiæ˨˨˧ dʏ˧
饶棋	ȵiæ˨˨˧ ʥi˧
饷	ɕiã˥˨˧
饺	ʨiæ˥˩
饺子	ʨiæ˥˩ ʦɿ
饼	pin˥˩
饼馒店	pin ˧ mø˧ tiɪ˨˩
饽	bəˀ˨˧
饿	ŋəu˧˩
饿慌	ŋəu˨˨˧ huɑ̃˧
饿煞鬼	ŋəu˧˩ saʔ˨ ʨy˨˩
馀	ɦyⱼ˨˨˧
馁	nᴇ˥˩
馂	ʦin˥˨˧
馄	ɦuən˨˨˧
馄饨	ɦuən˨˨˧ dən˨˩
馄饨担	ɦuən˨˨˧ dən˧ tᴇ˨˩
馄饨菱	ɦuən˨˨˧ dən˧ lin˨˩
馅	ɦi˨˧˩
馆	kuø˥˩
馈	guᴇ˨˧˩
馈节	uᴇ˨˨˧ ʦiəʔ˨
馊	sʏ˥
馋	zᴇ˨˨˧
馋唾	zᴇ˨˨˧ tʰəu˧
馋唾水	zᴇ˨˨˧ tʰəu˧ sɥ˨˩
馍	mo˨˨˧
馏	løʏ˨˨˧
馐	søʏ˦
馑	ʥin˨˧˩
馒	mø˨˨˧
馒头	mø˥ dʏ
馔	zø˨˧˩
馕	nɑ̃˨˨˧
首	søʏ˥˩
首飾	sʏ˥˩ səʔ˨
首饰	sʏ˥˩ səʔ˨
馗	guᴇ˨˨˧
香	ɕiã˥
香云纱	ɕiã˥ ɦyən˧ so˨˩
香伙	ɕiã˥ həu˨˩
香台	ɕiã˥ dᴇ˨˩
香喷喷	ɕiã˥ pʰən˧ pʰən˨˩
香噴噴	ɕiã˥ pʰən˧ pʰən˨˩
香夥	ɕiã˥ həu˨˩
香客	ɕiã˥ kʰaʔ˨
香斗	ɕiã˥ tʏ˨˩
香木扇	ɕiã˥ moʔ˨ sø˨˩
香椿头	ɕiã˥ ʦʰən˧ dʏ
香椿树	ɕiã˥ ʦʰən˧ zɥ˨˩
香椿樹	ɕiã˥ ʦʰən˧ zɥ˨˩
香椿頭	ɕiã˥ ʦʰən˧ dʏ
香樟木	ɕiã˥ ʦɑ̃˥ moʔ˨˧
香橼	ɕiã˥ ɦiø˧
香櫞	ɕiã˥ ɦiø˧
香水	ɕiã˥ sɥ˥˩
香水花	ɕiã˥ sɥ˧ ho˨˩
香灰	ɕiã˥ huᴇ˨˩
香炉	ɕiã˥ ləu˨˩
香炉脚	ɕiã˥ ləu˧ ʨiɑʔ˨
香烛	ɕiã˥ ʦoʔ˨
香烟	ɕiã˥ iɪ˨˩
香烟嘴	ɕiã˥ iɪ˧ ʦɥ˨˩
香烟画片	ɕiã˥ iɪ˧ ɦo˧ pʰiɪ˨˩
香烟盒子	ɕiã˥ iɪ˧ ɦaʔ˨ ʦɿ
香煙	ɕiã˥ iɪ˨˩
香煙嘴	ɕiã˥ iɪ˧ ʦɥ˨˩
香煙畫片	ɕiã˥ iɪ˧ ɦo˧ pʰiɪ˨˩
香煙盒子	ɕiã˥ iɪ˧ ɦaʔ˨ ʦɿ
香燭	ɕiã˥ ʦoʔ˨
香爐	ɕiã˥ ləu˨˩
香爐腳	ɕiã˥ ləu˧ ʨiɑʔ˨
香瓜	ɕiã˥ ko˨˩
香瓜子	ɕiã˥ ko˥ ʦɿ
香皮皁	ɕiã˥ bi˧ zæ˨˩
香皮皂	ɕiã˥ bi˧ zæ˨˩
香篮	ɕiã˥ lᴇ˨˩
香籃	ɕiã˥ lᴇ˨˩
香粳米	ɕiã˥ kã˥ mi˧˩
香粳米粥	ɕiã˥ kã˥ mi˧˩ ʦoʔ˨
香肚	ɕiã˥ təu˨˩
香肠	ɕiã˥ zã˨˩
香脆餅	ɕiã˥ ʦʰᴇ˥ pin˨˩
香脆饼	ɕiã˥ ʦʰᴇ˥ pin˨˩
香腸	ɕiã˥ zã˨˩
香臺	ɕiã˥ dᴇ˨˩
香菜	ɕiã˥ ʦʰᴇ˨˩
香葱	ɕiã˥ ʦʰoŋ˨˩
香蔥	ɕiã˥ ʦʰoŋ˨˩
香蕈	ɕiã˥ zin˨˩
香蕉	ɕiã˥ ʦiæ˨˩
香蕉苹果	ɕiã˥ ʦiæ˧ bin˧ kəu˨˩
香蕉蘋果	ɕiã˥ ʦiæ˧ bin˧ kəu˨˩
香蜒虫	ɕiã˥ ɦiɪ˧ zoŋ˨˩
香蜒蟲	ɕiã˥ ɦiɪ˧ zoŋ˨˩
香豆腐乾	ɕiã˥ dʏ˧ vu˧ kø˨˩
香豆腐干	ɕiã˥ dʏ˧ vu˧ kø˨˩
香雪海	ɕiã˥ siəʔ˦˧ hᴇ˨˩
香雲紗	ɕiã˥ ɦyən˧ so˨˩
香面孔	ɕiã˥ miɪ˧ kʰoŋ˨˩
香鬥	ɕiã˥ tʏ˨˩
香鼻头	ɕiã˥ bəʔ˨˧ dʏ
香鼻頭	ɕiã˥ bəʔ˨˧ dʏ
馥	foʔ˦˧
馨	ɕin˦
馬	mo˨˧˩
馬上	mɑ˥ zã˨˩
馬入宮	mo˨˨˧ zəʔ˨˧ koŋ˧
馬口鐵	mo˨˨˧ kʰʏ˧ tʰiəʔ˨
馬夾	mo˨˨˧ kaʔ˨
馬尾松	mo˨˨˧ vi˧ soŋ˨˩
馬屁精	mo˨˨˧ pʰi˧ ʦin˨˩
馬後炮	mo˨˨˧ ɦʏ˧ pʰæ˨˩
馬桶	mo˨˨˧ doŋ˧
馬桶間	mo˨˨˧ doŋ˧ kᴇ˨˩
馬棚	mo˨˨˧ bã˧
馬浪蕩	mo˧˩ lɑ̃˧ dɑ̃˨˩
馬燈	mo˨˨˧ tən˧
馬蘭頭	mo˨˨˧ lᴇ˧ dʏ˨˩
馬虎	mɑ˥ həu˨˩
馬褂	mo˨˨˧ ko˨˩
馬褲	mo˨˨˧ kʰəu˨˩
馬褲呢	mo˨˨˧ kʰəu˧ ȵi˧
馬路	mo˨˨˧ ləu˨˩
馬蹄糕	mo˨˨˧ di˧ kæ˨˩
馬車	mo˨˨˧ ʦʰo˥
馬車夫	mo˨˨˧ ʦʰo˥ fu˨˩
馬面	mo˨˨˧ miɪ˧
馭	ɦyⱼ˨˧˩
馮	voŋ˨˨˧
馱	dəu˨˨˧
馳	zʮ˨˨˧
馴	zin˨˨˧
駁	poʔ˦˧
駁岸	poʔ˦˧ ŋø˨˩
駁船	poʔ˦˧ zø˥
駃	ʨyəʔ˦˧
駉	ʨioŋ˦
駐	ʦʮ˥˨˧
駑	nəu˦
駒	ʨyⱼ˦
駕	kɑ˥˨˧
駕駛員	ʨiɑ˥ sɿ˧ ɦiø˨˩
駘	dᴇ˨˨˧
駙	vu˨˧˩
駛	sɿ˥˩
駝	dəu˨˨˧
駝子	dəu˨˨˧ ʦɿ
駟	sɿ˥˨˧
駢	bi˨˨˧
駪	sən˦
駭	ɦᴇ˨˧˩
駰	in˦
駱	loʔ˨˧
駱駝	loʔ˨˧ dəu˧
駱駝擔	loʔ˨˧ dəu˨˩ tᴇ˨˩
駸	ʦin˦
駿	ʦin˥˨˧
騁	ʦʰən˥˩
騂	sin˦
騍	khəu˥˨˧
騎	ʥiⱼ˨˨˧
騎兩頭馬	ʥi˨˨˧ liã˧˩ dʏ˧ mo˨˩
騎馬布	ʥi˨˨˧ mo˧ pu˨˩
騏	ʥiⱼ˨˨˧
騖	vu˨˧˩
騙	pʰi˥˨˧
騙子	pʰiɪ˥ ʦɿ
騙秤	pʰiɪ˥ ʦʰən˨˩
騣	ʦoŋ˦
騫	ʨʰi˦
騭	ʦiəʔ˦˧
騮	løʏ˨˨˧
騰	dən˨˨˧
騷	sæ˦
騷大姐	sæ˥ dəu˧ ʦiɑ˨˩
騷瘰瘰頭	sæ˥ lᴇ˧˩ lᴇ˧ dʏ
騷貨	sæ˥ həu˨˩
騾	ləu˨˨˧
騾子	ləu˨˨˧ ʦɿ
驀	mɑʔ˨˧
驂	ʦʰø˦
驃	pʰiæ˥˨˧
驄	ʦʰoŋ˦
驅	ʨʰyⱼ˦
驊	ɦo˨˨˧
驍	ɕiæ˦
驎	lin˨˨˧
驐	tən˦
驐雞	tən˥ ʨi˨˩
驐鸡	tən˥ ʨi˨˩
驕	ʨiæ˦
驗	ȵi˨˧˩
驗屍	ȵiɪ˨˨˧ sɥ˧
驗方	ȵiɪ˨˨˧ fɑ̃˧
驚	ʨin˦
驚蟄	ʨin˥ zəʔ˨
驛	ɦiəʔ˨˧
驟	ziⱼ˨˧˩
驢	liⱼ˨˨˧
驢子	li˨˨˧ ʦɿ
驤	siã˦
驥	ʨiⱼ˥˨˧
驪	liⱼ˨˨˧
马	mo˧˩
马上	mɑ˥ zã˨˩
马入宫	mo˨˨˧ zəʔ˨˧ koŋ˧
马兰头	mo˨˨˧ lᴇ˧ dʏ˨˩
马口铁	mo˨˨˧ kʰʏ˧ tʰiəʔ˨
马后炮	mo˨˨˧ ɦʏ˧ pʰæ˨˩
马夹	mo˨˨˧ kaʔ˨
马尾松	mo˨˨˧ vi˧ soŋ˨˩
马屁精	mo˨˨˧ pʰi˧ ʦin˨˩
马桶	mo˨˨˧ doŋ˧
马桶间	mo˨˨˧ doŋ˧ kᴇ˨˩
马棚	mo˨˨˧ bã˧
马浪荡	mo˧˩ lɑ̃˧ dɑ̃˨˩
马灯	mo˨˨˧ tən˧
马虎	mɑ˥ həu˨˩
马裤	mo˨˨˧ kʰəu˨˩
马裤呢	mo˨˨˧ kʰəu˧ ȵi˧
马褂	mo˨˨˧ ko˨˩
马路	mo˨˨˧ ləu˨˩
马蹄糕	mo˨˨˧ di˧ kæ˨˩
马车	mo˨˨˧ ʦʰo˥
马车夫	mo˨˨˧ ʦʰo˥ fu˨˩
马面	mo˨˨˧ miɪ˧
驭	ɦyⱼ˨˧˩
驮	dəu˨˨˧
驯	zin˨˨˧
驰	zʮ˨˨˧
驱	ʨʰyⱼ˦
驳	poʔ˦˧
驳岸	poʔ˦˧ ŋø˨˩
驳船	poʔ˦˧ zø˥
驴	liⱼ˨˨˧
驴子	li˨˨˧ ʦɿ
驶	sɿ˥˩
驷	sɿ˥˨˧
驸	vu˨˧˩
驹	ʨyⱼ˦
驻	ʦʮ˥˨˧
驼	dəu˨˨˧
驼子	dəu˨˨˧ ʦɿ
驽	nəu˦
驾	kɑ˥˨˧
驾驶员	ʨiɑ˥ sɿ˧ ɦiø˨˩
驿	ɦiəʔ˨˧
骀	dᴇ˨˨˧
骁	ɕiæ˦
骂	mo˧˩
骂山门	mo˨˨˧ sᴇ˥ mən˨˩
骃	in˦
骄	ʨiæ˦
骅	ɦo˨˨˧
骆	loʔ˨˧
骆驼	loʔ˨˧ dəu˧
骆驼担	loʔ˨˧ dəu˨˩ tᴇ˨˩
骇	ɦᴇ˨˧˩
骈	bi˨˨˧
骊	liⱼ˨˨˧
骋	ʦʰən˥˩
验	ȵi˨˧˩
验尸	ȵiɪ˨˨˧ sɥ˧
验方	ȵiɪ˨˨˧ fɑ̃˧
骍	sin˦
骎	ʦin˦
骏	ʦin˥˨˧
骐	ʥiⱼ˨˨˧
骑	ʥiⱼ˨˨˧
骑两头马	ʥi˨˨˧ liã˧˩ dʏ˧ mo˨˩
骑马布	ʥi˨˨˧ mo˧ pu˨˩
骒	khəu˥˨˧
骖	ʦʰø˦
骗	pʰiɪ˥˨˧
骗子	pʰiɪ˥ ʦɿ
骗秤	pʰiɪ˥ ʦʰən˨˩
骘	ʦiəʔ˦˧
骚	sæ˥
骚大姐	sæ˥ dəu˧ ʦiɑ˨˩
骚瘰瘰头	sæ˥ lᴇ˧˩ lᴇ˧ dʏ
骚货	sæ˥ həu˨˩
骛	vu˨˧˩
骝	løʏ˨˨˧
骞	ʨʰi˦
骠	pʰiæ˥˨˧
骡	ləu˨˨˧
骡子	ləu˨˨˧ ʦɿ
骢	ʦʰoŋ˦
骤	ziⱼ˨˧˩
骥	ʨiⱼ˥˨˧
骧	siã˦
骨	kuəʔ˦˧
骨头	kuəʔ˦˧ dʏ
骨殖甏	kuəʔ˦˧ zəʔ˨˧ bã˨˩
骨灰匣	kuəʔ˦˧ huᴇ˥ ɦaʔ˨
骨灰甏	kuəʔ˦˧ huᴇ˧ bã˧˩
骨牌凳	kuəʔ˦˧ bɑ˧ tən˨˩
骨牌酥	kuəʔ˦˧ bɑ˧ səu˨˩
骨痨	kuəʔ˦˧ læ˧
骨癆	kuəʔ˦˧ læ˧
骨簪	kuəʔ˦˧ ʦø˥
骨肉旁	kuəʔ˦˧ ȵioʔ˨˧ pɑ̃˨˩
骨頭	kuəʔ˦˧ dʏ
骨骼	kuəʔ˦˧ kɑʔ˦˧
骯三	ɑ̃˥ sᴇ˨˩
骰	døʏ˨˨˧
骰子	dʏ˧ ʦɿ
骱	ɑ˧˩
骱子	ɑ˧˩ ʦɿ
骷	kʰəu˦
骷郎头	kʰəu˥ lɑ̃˧ dʏ˨˩
骷郎頭	kʰəu˥ lɑ̃˧ dʏ˨˩
骸	ɦᴇ˨˨˧
骼	kɑʔ˦˧
骾	kã˥˩
骿	bi˨˨˧
髁	kʰəu˦
髅	løʏ˨˨˧
髈	pʰɑ̃˥˩
髈弯子	pʰɑ̃˥˩ uᴇ˥ ʦɿ
髈彎子	pʰɑ̃˥˩ uᴇ˥ ʦɿ
髈肚肠子	pʰɑ̃˥˩ dəu˧ zã˧ ʦɿ
髈肚腸子	pʰɑ̃˥˩ dəu˧ zã˧ ʦɿ
髋	khuø˦
髏	løʏ˨˨˧
髑	doʔ˨˧
髒	zɑ̃˨˧˩
髓	sʮ˥˩
體	tʰiⱼ˥˩
髖	khuø˦
高	kæ˥
高兴	kæ˥ ɕin˨˩
高凳子	kæ˥ tən˧ ʦɿ
高墩墩	kæ˥ tən˥ tən˨˩
高田	kæ˥ diɪ˨˩
高興	kæ˥ ɕin˨˩
高跟皮鞋	kæ˥ kən˥ bi˧ ɦɑ˨˩
高跷	kæ˥ ʨʰiæ˨˩
高蹺	kæ˥ ʨʰiæ˨˩
髡	kʰuən˦
髣	fɑ̃˥˩
髥	zø˨˨˧
髦	mæ˨˨˧
髦儿戏	mæ˨˨˧ əl˧ ɕi˨˩
髦兒戲	mæ˨˨˧ əl˧ ɕi˨˩
髫	diæ˨˨˧
髭	ʦɿ˦
髮	faʔ˦˧
髮乳	faʔ˦˧ zɥ˨˩
髮夾	faʔ˦˧ kaʔ˦˧
髯	zø˨˨˧
髲	biⱼ˨˧˩
髻	ʨiəʔ˦˧
髼	boŋ˨˨˧
鬁	liⱼ˨˧˩
鬃	ʦoŋ˦
鬅	bən˨˨˧
鬆	soŋ˦
鬈	ʥiø˨˨˧
鬍子	ɦəu˨˨˧ ʦɿ
鬎	laʔ˨˧
鬒	ʦən˥˩
鬓	pin˦
鬓脚	pin˥ ʨiɑʔ˨
鬙	ʦən˦
鬚鬚	səu˥ səu˨˩
鬟	guᴇ˨˨˧
鬢	pin˦
鬢腳	pin˥ ʨiɑʔ˨
鬣	liəʔ˨˧
鬥板	tʏ˥˩ pᴇ˧
鬥牌	tʏ˥˩ bɑ˨˨˧
鬥篷	tʏ˥˩ boŋ˧
鬥糕	tʏ˥˩ kæ˧
鬥雞眼	tʏ˥ ʨi˧ ŋᴇ˨˩
鬧	næ˨˧˩
鬧孟	næ˧˩ mã˧
鬧新房	næ˧˩ sin˥ vɑ̃˨˩
鬧鐘	næ˨˨˧ ʦoŋ˨˩
鬩	ɕiəʔ˦˧
鬬	tøʏ˥˨˧
鬮	ʨy˦
鬯	ʦʰã˥˨˧
鬱	ioʔ˦˧
鬱郁交	yəʔ˥ yəʔ˥ ʨiæ
鬵	zin˨˨˧
鬷	ʦoŋ˦
鬻	ioʔ˦˧
鬼	ʨy˥˩
鬼搭搭	ʨy˥˩ taʔ˦˧ taʔ˦˧
鬼節	ʨy˥˩ ʦiəʔ˨
鬼节	ʨy˥˩ ʦiəʔ˨
鬼討好	ʨy˥˩ tʰæ˧ hæ˨˩
鬼讨好	ʨy˥˩ tʰæ˧ hæ˨˩
鬼饅頭	ʨy˥˩ mø˧ dʏ
鬼馒头	ʨy˥˩ mø˧ dʏ
魁	kʰuᴇ˥
魂	ɦuən˨˨˧
魂灵头	ɦuən˨˨˧ lin˧ dʏ˧
魂轎	ɦuən˨˨˧ ʥiæ˧
魂轿	ɦuən˨˨˧ ʥiæ˧
魂靈頭	ɦuən˨˨˧ lin˧ dʏ˧
魃	baʔ˨˧
魄	pʰɑʔ˦˧
魅	mᴇ˨˧˩
魇	i˥˩
魈	siæ˦
魉	liã˨˧˩
魍	mɑ̃˨˧˩
魎	liã˨˧˩
魏	ɦuᴇ˨˧˩
魑	ʦʰʮ˦
魔	mo˨˨˧
魔术	mo˨˨˧ zəʔ˨
魔術	mo˨˨˧ zəʔ˨
魘	i˥˩
魚	ŋ˨˨˧
魚乾	ŋ̍˨˨˧ kø˧
魚厴片	ŋ̍˩˧ iɪ˥˩ bᴇ˧
魚子	ŋ̍˨˨˧ ʦɿ˨˩
魚池	ŋ̍˨˨˧ zɥ˨˩
魚簍子	ŋ̍˨˨˧ lʏ˧ ʦɿ
魚翅	ŋ̍˨˨˧ ʦʰɥ˧
魚肉鄉民	ɦy˨˨˧ ȵioʔ˨ ɕiã˥ min˨˩
魚腥蝦蟹	ŋ̍˨˨˧ sin˧ ho˧ hɑ˨˩
魚苗	ŋ̍˨˨˧ miæ˨˩
魚骨頭	ŋ̍˨˨˧ kuəʔ˨ dʏ
魚鰾鰾	ŋ̍˨˨˧ pʰæ˧ pʰæ˨˩
魚鱗天	ŋ̍˨˨˧ lən˧ tʰiɪ˨˩
魚鱗片	ŋ̍˨˨˧ lən˧ bᴇ˧
魯	ləu˦
魴	bɑ̃˨˨˧
魷	ɦy˨˨˧
魷魚	ɦiʏ˨˨˧ ŋ̍˨˩
鮆	ziⱼ˨˧˩
鮑	bæ˨˧˩
鮮	si˦
鮰	ɦuᴇ˨˨˧
鮳	khæ˥˨˧
鯀	kuən˥˩
鯁	kã˥˩
鯇	ɦuᴇ˨˧˩
鯇魚	ɦuᴇ˨˨˧ ŋ̍˨˩
鯉	liⱼ˨˧˩
鯉魚	li˨˨˧ ŋ̍˧
鯊	so˦
鯌	khæ˥˨˧
鯗	siã˥˩
鯗魚	siã˥˩ ŋ̍˧
鯢	ȵiⱼ˨˨˧
鯤	kʰuən˦
鯧	ʦʰã˦
鯧扁魚	ʦʰo˥ piɪ˧ ŋ̍˨˩
鯨	ʥin˨˨˧
鯰	ȵiɑ˨˨˧
鯽	ʦiəʔ˦˧
鯽魚	ʦi˥˩ ŋ̍˨˩
鯿	pi˦
鯿魚	piɪ˥ ŋ̍˨˩
鰍	ʦʰøʏ˦
鰓	sᴇ˦
鰟	bɑ̃˨˨˧
鰟鰟魚	bɑ̃˨˨˧ bi˧ ŋ̍˧
鰣	zʮ˨˨˧
鰣魚	zɿ˨˨˧ ŋ̍˧
鰥	kuᴇ˦
鰭	ʥiⱼ˨˨˧
鰱	li˨˨˧
鰱魚	liɪ˨˨˧ ŋ̍˧
鰳	ləʔ˦˧
鰷	diæ˨˨˧
鰻	mø˨˨˧
鰻鱺	mø˥ li˨˩
鰾	biæ˨˨˧
鱅	ɦioŋ˨˨˧
鱉	piəʔ˦˧
鱔	zø˨˧˩
鱔糊	zø˨˨˧ ɦəu˨˩
鱔絲	zø˨˨˧ sɿ˧
鱔絲面	zø˧˩ sɿ˧ miɪ˨˩
鱔背	zø˨˨˧ pᴇ˧
鱖	kuᴇ˥˨˧
鱖魚	ʨy˥ ŋ̍˨˩
鱗	lin˨˨˧
鱟	høʏ˥˨˧
鱣	ʦø˦
鱭	ziⱼ˨˧˩
鱭魚	zi˨˨˧ ŋ̍˧
鱷	ŋoʔ˨˧
鱸	ləu˨˨˧
鱸魚	ləu˨˨˧ ŋ̍˧
鱺	liⱼ˨˨˧
鱼	ŋ̍˨˨˧
鱼厣片	ŋ̍˩˧ iɪ˥˩ bᴇ˧
鱼子	ŋ̍˨˨˧ ʦɿ˨˩
鱼干	ŋ̍˨˨˧ kø˧
鱼池	ŋ̍˨˨˧ zɥ˨˩
鱼篓子	ŋ̍˨˨˧ lʏ˧ ʦɿ
